model,prompt,evidence,reference,prediction,count
gemini37f,decomposed,short,transparency,__missing__,0
gemini37f,decomposed,short,high,minimal,2
gemini37f,decomposed,short,high,transparency,0
gemini37f,decomposed,short,high,high,6
gemini37f,decomposed,short,high,prohibited,1
gemini37f,decomposed,short,high,not_ai_system,0
gemini37f,decomposed,short,high,insufficient_information,0
gemini37f,decomposed,short,high,__missing__,0
gemini37f,decomposed,short,prohibited,minimal,0
gemini37f,decomposed,short,prohibited,transparency,0
gemini37f,decomposed,short,prohibited,high,0
gemini37f,decomposed,short,prohibited,prohibited,1
gemini37f,decomposed,short,prohibited,not_ai_system,0
gemini37f,decomposed,short,prohibited,insufficient_information,0
gemini37f,decomposed,short,prohibited,__missing__,0
gemini37f,decomposed,short,not_ai_system,minimal,0
gemini37f,decomposed,short,not_ai_system,transparency,0
gemini37f,decomposed,short,not_ai_system,high,0
gemini37f,decomposed,short,not_ai_system,prohibited,0
gemini37f,decomposed,short,not_ai_system,not_ai_system,1
gemini37f,decomposed,short,not_ai_system,insufficient_information,0
gemini37f,decomposed,short,not_ai_system,__missing__,0
gemini37f,decomposed,short,insufficient_information,minimal,0
gemini37f,decomposed,short,insufficient_information,transparency,0
gemini37f,decomposed,short,insufficient_information,high,0
gemini37f,decomposed,short,insufficient_information,prohibited,0
gemini37f,decomposed,short,insufficient_information,not_ai_system,0
gemini37f,decomposed,short,insufficient_information,insufficient_information,0
gemini37f,decomposed,short,insufficient_information,__missing__,0
gemini3f,decomposed,short,minimal,minimal,2
gemini3f,decomposed,short,minimal,transparency,0
gemini3f,decomposed,short,minimal,high,0
gemini3f,decomposed,short,minimal,prohibited,0
gemini3f,decomposed,short,minimal,not_ai_system,0
gemini3f,decomposed,short,minimal,insufficient_information,0
gemini3f,decomposed,short,minimal,__missing__,0
gemini3f,decomposed,short,transparency,minimal,0
gemini3f,decomposed,short,transparency,transparency,1
gemini3f,decomposed,short,transparency,high,0
gemini3f,decomposed,short,transparency,prohibited,0
gemini3f,decomposed,short,transparency,not_ai_system,0
gemini3f,decomposed,short,transparency,insufficient_information,0
gemini3f,decomposed,short,transparency,__missing__,0
gemini3f,decomposed,short,high,minimal,0
gemini3f,decomposed,short,high,transparency,1
gemini3f,decomposed,short,high,high,8
gemini3f,decomposed,short,high,prohibited,0
gemini3f,decomposed,short,high,not_ai_system,0
gemini3f,decomposed,short,high,insufficient_information,0
gemini3f,decomposed,short,high,__missing__,0
gemini3f,decomposed,short,prohibited,minimal,0
gemini3f,decomposed,short,prohibited,transparency,0
gemini3f,decomposed,short,prohibited,high,0
gemini3f,decomposed,short,prohibited,prohibited,1
gemini3f,decomposed,short,prohibited,not_ai_system,0
gemini3f,decomposed,short,prohibited,insufficient_information,0
gemini3f,decomposed,short,prohibited,__missing__,0
gemini3f,decomposed,short,not_ai_system,minimal,0
gemini3f,decomposed,short,not_ai_system,transparency,0
gemini3f,decomposed,short,not_ai_system,high,0
gemini3f,decomposed,short,not_ai_system,prohibited,0
gemini3f,decomposed,short,not_ai_system,not_ai_system,1
gemini3f,decomposed,short,not_ai_system,insufficient_information,0
gemini3f,decomposed,short,not_ai_system,__missing__,0
gemini3f,decomposed,short,insufficient_information,minimal,0
gemini3f,decomposed,short,insufficient_information,transparency,0
gemini3f,decomposed,short,insufficient_information,high,0
gemini3f,decomposed,short,insufficient_information,prohibited,0
gemini3f,decomposed,short,insufficient_information,not_ai_system,0
gemini3f,decomposed,short,insufficient_information,insufficient_information,0
gemini3f,decomposed,short,insufficient_information,__missing__,0
gemma27b,decomposed,short,minimal,minimal,2
gemma27b,decomposed,short,minimal,transparency,0
gemma27b,decomposed,short,minimal,high,0
gemma27b,decomposed,short,minimal,prohibited,0
gemma27b,decomposed,short,minimal,not_ai_system,0
gemma27b,decomposed,short,minimal,insufficient_information,0
gemma27b,decomposed,short,minimal,__missing__,0
gemma27b,decomposed,short,transparency,minimal,0
gemma27b,decomposed,short,transparency,transparency,1
gemma27b,decomposed,short,transparency,high,0
gemma27b,decomposed,short,transparency,prohibited,0
gemma27b,decomposed,short,transparency,not_ai_system,0
gemma27b,decomposed,short,transparency,insufficient_information,0
gemma27b,decomposed,short,transparency,__missing__,0
gemma27b,decomposed,short,high,minimal,0
gemma27b,decomposed,short,high,transparency,0
gemma27b,decomposed,short,high,high,9
gemma27b,decomposed,short,high,prohibited,0
gemma27b,decomposed,short,high,not_ai_system,0
gemma27b,decomposed,short,high,insufficient_information,0
gemma27b,decomposed,short,high,__missing__,0
gemma27b,decomposed,short,prohibited,minimal,0
gemma27b,decomposed,short,prohibited,transparency,0
gemma27b,decomposed,short,prohibited,high,0
gemma27b,decomposed,short,prohibited,prohibited,1
gemma27b,decomposed,short,prohibited,not_ai_system,0
gemma27b,decomposed,short,prohibited,insufficient_information,0
gemma27b,decomposed,short,prohibited,__missing__,0
gemma27b,decomposed,short,not_ai_system,minimal,1
gemma27b,decomposed,short,not_ai_system,transparency,0
gemma27b,decomposed,short,not_ai_system,high,0
gemma27b,decomposed,short,not_ai_system,prohibited,0
gemma27b,decomposed,short,not_ai_system,not_ai_system,0
gemma27b,decomposed,short,not_ai_system,insufficient_information,0
gemma27b,decomposed,short,not_ai_system,__missing__,0
gemma27b,decomposed,short,insufficient_information,minimal,0
gemma27b,decomposed,short,insufficient_information,transparency,0
gemma27b,decomposed,short,insufficient_information,high,0
gemma27b,decomposed,short,insufficient_information,prohibited,0
gemma27b,decomposed,short,insufficient_information,not_ai_system,0
gemma27b,decomposed,short,insufficient_information,insufficient_information,0
gemma27b,decomposed,short,insufficient_information,__missing__,0
gpt52,decomposed,short,minimal,minimal,1
gpt52,decomposed,short,minimal,transparency,0
gpt52,decomposed,short,minimal,high,0
gpt52,decomposed,short,minimal,prohibited,0
gpt52,decomposed,short,minimal,not_ai_system,0
gpt52,decomposed,short,minimal,insufficient_information,0
gpt52,decomposed,short,minimal,__missing__,1
gpt52,decomposed,short,transparency,minimal,0
gpt52,decomposed,short,transparency,transparency,1
gpt52,decomposed,short,transparency,high,0
gpt52,decomposed,short,transparency,prohibited,0
gpt52,decomposed,short,transparency,not_ai_system,0
gpt52,decomposed,short,transparency,insufficient_information,0
gpt52,decomposed,short,transparency,__missing__,0
gpt52,decomposed,short,high,minimal,1
gpt52,decomposed,short,high,transparency,0
gpt52,decomposed,short,high,high,7
gpt52,decomposed,short,high,prohibited,1
gpt52,decomposed,short,high,not_ai_system,0
gpt52,decomposed,short,high,insufficient_information,0
gpt52,decomposed,short,high,__missing__,0
gpt52,decomposed,short,prohibited,minimal,0
gpt52,decomposed,short,prohibited,transparency,0
gpt52,decomposed,short,prohibited,high,0
gpt52,decomposed,short,prohibited,prohibited,1
gpt52,decomposed,short,prohibited,not_ai_system,0
gpt52,decomposed,short,prohibited,insufficient_information,0
gpt52,decomposed,short,prohibited,__missing__,0
gpt52,decomposed,short,not_ai_system,minimal,0
gpt52,decomposed,short,not_ai_system,transparency,0
gpt52,decomposed,short,not_ai_system,high,0
gpt52,decomposed,short,not_ai_system,prohibited,0
gpt52,decomposed,short,not_ai_system,not_ai_system,1
gpt52,decomposed,short,not_ai_system,insufficient_information,0
gpt52,decomposed,short,not_ai_system,__missing__,0
gpt52,decomposed,short,insufficient_information,minimal,0
gpt52,decomposed,short,insufficient_information,transparency,0
gpt52,decomposed,short,insufficient_information,high,0
gpt52,decomposed,short,insufficient_information,prohibited,0
gpt52,decomposed,short,insufficient_information,not_ai_system,0
gpt52,decomposed,short,insufficient_information,insufficient_information,0
gpt52,decomposed,short,insufficient_information,__missing__,0
gpt56luna,decomposed,short,minimal,minimal,2
gpt56luna,decomposed,short,minimal,transparency,0
gpt56luna,decomposed,short,minimal,high,0
gpt56luna,decomposed,short,minimal,prohibited,0
gpt56luna,decomposed,short,minimal,not_ai_system,0
gpt56luna,decomposed,short,minimal,insufficient_information,0
gpt56luna,decomposed,short,minimal,__missing__,0
gpt56luna,decomposed,short,transparency,minimal,0
gpt56luna,decomposed,short,transparency,transparency,1
gpt56luna,decomposed,short,transparency,high,0
gpt56luna,decomposed,short,transparency,prohibited,0
gpt56luna,decomposed,short,transparency,not_ai_system,0
gpt56luna,decomposed,short,transparency,insufficient_information,0
gpt56luna,decomposed,short,transparency,__missing__,0
gpt56luna,decomposed,short,high,minimal,1
gpt56luna,decomposed,short,high,transparency,2
gpt56luna,decomposed,short,high,high,5
gpt56luna,decomposed,short,high,prohibited,1
gpt56luna,decomposed,short,high,not_ai_system,0
gpt56luna,decomposed,short,high,insufficient_information,0
gpt56luna,decomposed,short,high,__missing__,0
gpt56luna,decomposed,short,prohibited,minimal,0
gpt56luna,decomposed,short,prohibited,transparency,0
gpt56luna,decomposed,short,prohibited,high,0
gpt56luna,decomposed,short,prohibited,prohibited,1
gpt56luna,decomposed,short,prohibited,not_ai_system,0
gpt56luna,decomposed,short,prohibited,insufficient_information,0
gpt56luna,decomposed,short,prohibited,__missing__,0
gpt56luna,decomposed,short,not_ai_system,minimal,0
gpt56luna,decomposed,short,not_ai_system,transparency,0
gpt56luna,decomposed,short,not_ai_system,high,0
gpt56luna,decomposed,short,not_ai_system,prohibited,0
gpt56luna,decomposed,short,not_ai_system,not_ai_system,1
gpt56luna,decomposed,short,not_ai_system,insufficient_information,0
gpt56luna,decomposed,short,not_ai_system,__missing__,0
gpt56luna,decomposed,short,insufficient_information,minimal,0
gpt56luna,decomposed,short,insufficient_information,transparency,0
gpt56luna,decomposed,short,insufficient_information,high,0
gpt56luna,decomposed,short,insufficient_information,prohibited,0
gpt56luna,decomposed,short,insufficient_information,not_ai_system,0
gpt56luna,decomposed,short,insufficient_information,insufficient_information,0
gpt56luna,decomposed,short,insufficient_information,__missing__,0
gpt56sol,decomposed,short,minimal,minimal,2
gpt56sol,decomposed,short,minimal,transparency,0
gpt56sol,decomposed,short,minimal,high,0
gpt56sol,decomposed,short,minimal,prohibited,0
gpt56sol,decomposed,short,minimal,not_ai_system,0
gpt56sol,decomposed,short,minimal,insufficient_information,0
gpt56sol,decomposed,short,minimal,__missing__,0
gpt56sol,decomposed,short,transparency,minimal,0
gpt56sol,decomposed,short,transparency,transparency,1
gpt56sol,decomposed,short,transparency,high,0
gpt56sol,decomposed,short,transparency,prohibited,0
gpt56sol,decomposed,short,transparency,not_ai_system,0
gpt56sol,decomposed,short,transparency,insufficient_information,0
gpt56sol,decomposed,short,transparency,__missing__,0
gpt56sol,decomposed,short,high,minimal,0
gpt56sol,decomposed,short,high,transparency,2
gpt56sol,decomposed,short,high,high,6
gpt56sol,decomposed,short,high,prohibited,1
gpt56sol,decomposed,short,high,not_ai_system,0
gpt56sol,decomposed,short,high,insufficient_information,0
gpt56sol,decomposed,short,high,__missing__,0
gpt56sol,decomposed,short,prohibited,minimal,0
gpt56sol,decomposed,short,prohibited,transparency,0
gpt56sol,decomposed,short,prohibited,high,0
gpt56sol,decomposed,short,prohibited,prohibited,1
gpt56sol,decomposed,short,prohibited,not_ai_system,0
gpt56sol,decomposed,short,prohibited,insufficient_information,0
gpt56sol,decomposed,short,prohibited,__missing__,0
gpt56sol,decomposed,short,not_ai_system,minimal,0
gpt56sol,decomposed,short,not_ai_system,transparency,0
gpt56sol,decomposed,short,not_ai_system,high,0
gpt56sol,decomposed,short,not_ai_system,prohibited,0
gpt56sol,decomposed,short,not_ai_system,not_ai_system,1
gpt56sol,decomposed,short,not_ai_system,insufficient_information,0
gpt56sol,decomposed,short,not_ai_system,__missing__,0
gpt56sol,decomposed,short,insufficient_information,minimal,0
gpt56sol,decomposed,short,insufficient_information,transparency,0
gpt56sol,decomposed,short,insufficient_information,high,0
gpt56sol,decomposed,short,insufficient_information,prohibited,0
gpt56sol,decomposed,short,insufficient_information,not_ai_system,0
gpt56sol,decomposed,short,insufficient_information,insufficient_information,0
gpt56sol,decomposed,short,insufficient_information,__missing__,0
grok46,decomposed,short,minimal,minimal,1
grok46,decomposed,short,minimal,transparency,1
grok46,decomposed,short,minimal,high,0
grok46,decomposed,short,minimal,prohibited,0
grok46,decomposed,short,minimal,not_ai_system,0
grok46,decomposed,short,minimal,insufficient_information,0
grok46,decomposed,short,minimal,__missing__,0
grok46,decomposed,short,transparency,minimal,0
grok46,decomposed,short,transparency,transparency,1
grok46,decomposed,short,transparency,high,0
grok46,decomposed,short,transparency,prohibited,0
grok46,decomposed,short,transparency,not_ai_system,0
grok46,decomposed,short,transparency,insufficient_information,0
grok46,decomposed,short,transparency,__missing__,0
grok46,decomposed,short,high,minimal,2
grok46,decomposed,short,high,transparency,1
grok46,decomposed,short,high,high,5
grok46,decomposed,short,high,prohibited,1
grok46,decomposed,short,high,not_ai_system,0
grok46,decomposed,short,high,insufficient_information,0
grok46,decomposed,short,high,__missing__,0
grok46,decomposed,short,prohibited,minimal,0
grok46,decomposed,short,prohibited,transparency,0
grok46,decomposed,short,prohibited,high,0
grok46,decomposed,short,prohibited,prohibited,1
grok46,decomposed,short,prohibited,not_ai_system,0
grok46,decomposed,short,prohibited,insufficient_information,0
grok46,decomposed,short,prohibited,__missing__,0
grok46,decomposed,short,not_ai_system,minimal,0
grok46,decomposed,short,not_ai_system,transparency,0
grok46,decomposed,short,not_ai_system,high,0
grok46,decomposed,short,not_ai_system,prohibited,0
grok46,decomposed,short,not_ai_system,not_ai_system,1
grok46,decomposed,short,not_ai_system,insufficient_information,0
grok46,decomposed,short,not_ai_system,__missing__,0
grok46,decomposed,short,insufficient_information,minimal,0
grok46,decomposed,short,insufficient_information,transparency,0
grok46,decomposed,short,insufficient_information,high,0
grok46,decomposed,short,insufficient_information,prohibited,0
grok46,decomposed,short,insufficient_information,not_ai_system,0
grok46,decomposed,short,insufficient_information,insufficient_information,0
grok46,decomposed,short,insufficient_information,__missing__,0
haiku45,decomposed,short,minimal,minimal,1
haiku45,decomposed,short,minimal,transparency,0
haiku45,decomposed,short,minimal,high,0
haiku45,decomposed,short,minimal,prohibited,0
haiku45,decomposed,short,minimal,not_ai_system,0
haiku45,decomposed,short,minimal,insufficient_information,0
haiku45,decomposed,short,minimal,__missing__,1
haiku45,decomposed,short,transparency,minimal,0
haiku45,decomposed,short,transparency,transparency,1
haiku45,decomposed,short,transparency,high,0
haiku45,decomposed,short,transparency,prohibited,0
haiku45,decomposed,short,transparency,not_ai_system,0
haiku45,decomposed,short,transparency,insufficient_information,0
haiku45,decomposed,short,transparency,__missing__,0
haiku45,decomposed,short,high,minimal,0
haiku45,decomposed,short,high,transparency,0
haiku45,decomposed,short,high,high,7
haiku45,decomposed,short,high,prohibited,1
haiku45,decomposed,short,high,not_ai_system,0
haiku45,decomposed,short,high,insufficient_information,1
haiku45,decomposed,short,high,__missing__,0
haiku45,decomposed,short,prohibited,minimal,0
haiku45,decomposed,short,prohibited,transparency,0
haiku45,decomposed,short,prohibited,high,0
haiku45,decomposed,short,prohibited,prohibited,1
haiku45,decomposed,short,prohibited,not_ai_system,0
haiku45,decomposed,short,prohibited,insufficient_information,0
haiku45,decomposed,short,prohibited,__missing__,0
haiku45,decomposed,short,not_ai_system,minimal,0
haiku45,decomposed,short,not_ai_system,transparency,0
haiku45,decomposed,short,not_ai_system,high,0
haiku45,decomposed,short,not_ai_system,prohibited,0
haiku45,decomposed,short,not_ai_system,not_ai_system,1
haiku45,decomposed,short,not_ai_system,insufficient_information,0
haiku45,decomposed,short,not_ai_system,__missing__,0
haiku45,decomposed,short,insufficient_information,minimal,0
haiku45,decomposed,short,insufficient_information,transparency,0
haiku45,decomposed,short,insufficient_information,high,0
haiku45,decomposed,short,insufficient_information,prohibited,0
haiku45,decomposed,short,insufficient_information,not_ai_system,0
haiku45,decomposed,short,insufficient_information,insufficient_information,0
haiku45,decomposed,short,insufficient_information,__missing__,0
kimi25,decomposed,short,minimal,minimal,1
kimi25,decomposed,short,minimal,transparency,1
kimi25,decomposed,short,minimal,high,0
kimi25,decomposed,short,minimal,prohibited,0
kimi25,decomposed,short,minimal,not_ai_system,0
kimi25,decomposed,short,minimal,insufficient_information,0
kimi25,decomposed,short,minimal,__missing__,0
kimi25,decomposed,short,transparency,minimal,0
kimi25,decomposed,short,transparency,transparency,1
kimi25,decomposed,short,transparency,high,0
kimi25,decomposed,short,transparency,prohibited,0
kimi25,decomposed,short,transparency,not_ai_system,0
kimi25,decomposed,short,transparency,insufficient_information,0
kimi25,decomposed,short,transparency,__missing__,0
kimi25,decomposed,short,high,minimal,1
kimi25,decomposed,short,high,transparency,0
kimi25,decomposed,short,high,high,8
kimi25,decomposed,short,high,prohibited,0
kimi25,decomposed,short,high,not_ai_system,0
kimi25,decomposed,short,high,insufficient_information,0
kimi25,decomposed,short,high,__missing__,0
kimi25,decomposed,short,prohibited,minimal,0
kimi25,decomposed,short,prohibited,transparency,0
kimi25,decomposed,short,prohibited,high,0
kimi25,decomposed,short,prohibited,prohibited,1
kimi25,decomposed,short,prohibited,not_ai_system,0
kimi25,decomposed,short,prohibited,insufficient_information,0
kimi25,decomposed,short,prohibited,__missing__,0
kimi25,decomposed,short,not_ai_system,minimal,0
kimi25,decomposed,short,not_ai_system,transparency,0
kimi25,decomposed,short,not_ai_system,high,0
kimi25,decomposed,short,not_ai_system,prohibited,0
kimi25,decomposed,short,not_ai_system,not_ai_system,1
kimi25,decomposed,short,not_ai_system,insufficient_information,0
kimi25,decomposed,short,not_ai_system,__missing__,0
kimi25,decomposed,short,insufficient_information,minimal,0
kimi25,decomposed,short,insufficient_information,transparency,0
kimi25,decomposed,short,insufficient_information,high,0
kimi25,decomposed,short,insufficient_information,prohibited,0
kimi25,decomposed,short,insufficient_information,not_ai_system,0
kimi25,decomposed,short,insufficient_information,insufficient_information,0
kimi25,decomposed,short,insufficient_information,__missing__,0
kimi3,decomposed,short,minimal,minimal,2
kimi3,decomposed,short,minimal,transparency,0
kimi3,decomposed,short,minimal,high,0
kimi3,decomposed,short,minimal,prohibited,0
kimi3,decomposed,short,minimal,not_ai_system,0
kimi3,decomposed,short,minimal,insufficient_information,0
kimi3,decomposed,short,minimal,__missing__,0
kimi3,decomposed,short,transparency,minimal,0
kimi3,decomposed,short,transparency,transparency,1
kimi3,decomposed,short,transparency,high,0
kimi3,decomposed,short,transparency,prohibited,0
kimi3,decomposed,short,transparency,not_ai_system,0
kimi3,decomposed,short,transparency,insufficient_information,0
kimi3,decomposed,short,transparency,__missing__,0
kimi3,decomposed,short,high,minimal,0
kimi3,decomposed,short,high,transparency,0
kimi3,decomposed,short,high,high,6
kimi3,decomposed,short,high,prohibited,1
kimi3,decomposed,short,high,not_ai_system,0
kimi3,decomposed,short,high,insufficient_information,0
kimi3,decomposed,short,high,__missing__,2
kimi3,decomposed,short,prohibited,minimal,0
kimi3,decomposed,short,prohibited,transparency,0
kimi3,decomposed,short,prohibited,high,0
kimi3,decomposed,short,prohibited,prohibited,0
kimi3,decomposed,short,prohibited,not_ai_system,0
kimi3,decomposed,short,prohibited,insufficient_information,0
kimi3,decomposed,short,prohibited,__missing__,1
kimi3,decomposed,short,not_ai_system,minimal,0
kimi3,decomposed,short,not_ai_system,transparency,0
kimi3,decomposed,short,not_ai_system,high,0
kimi3,decomposed,short,not_ai_system,prohibited,0
kimi3,decomposed,short,not_ai_system,not_ai_system,1
kimi3,decomposed,short,not_ai_system,insufficient_information,0
kimi3,decomposed,short,not_ai_system,__missing__,0
kimi3,decomposed,short,insufficient_information,minimal,0
kimi3,decomposed,short,insufficient_information,transparency,0
kimi3,decomposed,short,insufficient_information,high,0
kimi3,decomposed,short,insufficient_information,prohibited,0
kimi3,decomposed,short,insufficient_information,not_ai_system,0
kimi3,decomposed,short,insufficient_information,insufficient_information,0
kimi3,decomposed,short,insufficient_information,__missing__,0
qwen3827b,decomposed,short,minimal,minimal,2
qwen3827b,decomposed,short,minimal,transparency,0
qwen3827b,decomposed,short,minimal,high,0
qwen3827b,decomposed,short,minimal,prohibited,0
qwen3827b,decomposed,short,minimal,not_ai_system,0
qwen3827b,decomposed,short,minimal,insufficient_information,0
qwen3827b,decomposed,short,minimal,__missing__,0
qwen3827b,decomposed,short,transparency,minimal,0
qwen3827b,decomposed,short,transparency,transparency,1
qwen3827b,decomposed,short,transparency,high,0
qwen3827b,decomposed,short,transparency,prohibited,0
qwen3827b,decomposed,short,transparency,not_ai_system,0
qwen3827b,decomposed,short,transparency,insufficient_information,0
qwen3827b,decomposed,short,transparency,__missing__,0
qwen3827b,decomposed,short,high,minimal,1
qwen3827b,decomposed,short,high,transparency,0
qwen3827b,decomposed,short,high,high,7
qwen3827b,decomposed,short,high,prohibited,1
qwen3827b,decomposed,short,high,not_ai_system,0
qwen3827b,decomposed,short,high,insufficient_information,0
qwen3827b,decomposed,short,high,__missing__,0
qwen3827b,decomposed,short,prohibited,minimal,0
qwen3827b,decomposed,short,prohibited,transparency,0
qwen3827b,decomposed,short,prohibited,high,0
qwen3827b,decomposed,short,prohibited,prohibited,0
qwen3827b,decomposed,short,prohibited,not_ai_system,0
qwen3827b,decomposed,short,prohibited,insufficient_information,0
qwen3827b,decomposed,short,prohibited,__missing__,1
qwen3827b,decomposed,short,not_ai_system,minimal,0
qwen3827b,decomposed,short,not_ai_system,transparency,0
qwen3827b,decomposed,short,not_ai_system,high,0
qwen3827b,decomposed,short,not_ai_system,prohibited,0
qwen3827b,decomposed,short,not_ai_system,not_ai_system,1
qwen3827b,decomposed,short,not_ai_system,insufficient_information,0
qwen3827b,decomposed,short,not_ai_system,__missing__,0
qwen3827b,decomposed,short,insufficient_information,minimal,0
qwen3827b,decomposed,short,insufficient_information,transparency,0
qwen3827b,decomposed,short,insufficient_information,high,0
qwen3827b,decomposed,short,insufficient_information,prohibited,0
qwen3827b,decomposed,short,insufficient_information,not_ai_system,0
qwen3827b,decomposed,short,insufficient_information,insufficient_information,0
qwen3827b,decomposed,short,insufficient_information,__missing__,0
qwen38max,decomposed,short,minimal,minimal,1
qwen38max,decomposed,short,minimal,transparency,0
qwen38max,decomposed,short,minimal,high,0
qwen38max,decomposed,short,minimal,prohibited,0
qwen38max,decomposed,short,minimal,not_ai_system,0
qwen38max,decomposed,short,minimal,insufficient_information,0
qwen38max,decomposed,short,minimal,__missing__,1
qwen38max,decomposed,short,transparency,minimal,0
qwen38max,decomposed,short,transparency,transparency,1
qwen38max,decomposed,short,transparency,high,0
qwen38max,decomposed,short,transparency,prohibited,0
qwen38max,decomposed,short,transparency,not_ai_system,0
qwen38max,decomposed,short,transparency,insufficient_information,0
qwen38max,decomposed,short,transparency,__missing__,0
qwen38max,decomposed,short,high,minimal,0
qwen38max,decomposed,short,high,transparency,0
qwen38max,decomposed,short,high,high,6
qwen38max,decomposed,short,high,prohibited,0
qwen38max,decomposed,short,high,not_ai_system,0
qwen38max,decomposed,short,high,insufficient_information,0
qwen38max,decomposed,short,high,__missing__,3
qwen38max,decomposed,short,prohibited,minimal,0
qwen38max,decomposed,short,prohibited,transparency,0
qwen38max,decomposed,short,prohibited,high,0
qwen38max,decomposed,short,prohibited,prohibited,1
qwen38max,decomposed,short,prohibited,not_ai_system,0
qwen38max,decomposed,short,prohibited,insufficient_information,0
qwen38max,decomposed,short,prohibited,__missing__,0
qwen38max,decomposed,short,not_ai_system,minimal,0
qwen38max,decomposed,short,not_ai_system,transparency,0
qwen38max,decomposed,short,not_ai_system,high,0
qwen38max,decomposed,short,not_ai_system,prohibited,0
qwen38max,decomposed,short,not_ai_system,not_ai_system,1
qwen38max,decomposed,short,not_ai_system,insufficient_information,0
qwen38max,decomposed,short,not_ai_system,__missing__,0
qwen38max,decomposed,short,insufficient_information,minimal,0
qwen38max,decomposed,short,insufficient_information,transparency,0
qwen38max,decomposed,short,insufficient_information,high,0
qwen38max,decomposed,short,insufficient_information,prohibited,0
qwen38max,decomposed,short,insufficient_information,not_ai_system,0
qwen38max,decomposed,short,insufficient_information,insufficient_information,0
qwen38max,decomposed,short,insufficient_information,__missing__,0
sonnet46,decomposed,short,minimal,minimal,2
sonnet46,decomposed,short,minimal,transparency,0
sonnet46,decomposed,short,minimal,high,0
sonnet46,decomposed,short,minimal,prohibited,0
sonnet46,decomposed,short,minimal,not_ai_system,0
sonnet46,decomposed,short,minimal,insufficient_information,0
sonnet46,decomposed,short,minimal,__missing__,0
sonnet46,decomposed,short,transparency,minimal,0
sonnet46,decomposed,short,transparency,transparency,1
sonnet46,decomposed,short,transparency,high,0
sonnet46,decomposed,short,transparency,prohibited,0
sonnet46,decomposed,short,transparency,not_ai_system,0
sonnet46,decomposed,short,transparency,insufficient_information,0
sonnet46,decomposed,short,transparency,__missing__,0
sonnet46,decomposed,short,high,minimal,0
sonnet46,decomposed,short,high,transparency,0
sonnet46,decomposed,short,high,high,9
sonnet46,decomposed,short,high,prohibited,0
sonnet46,decomposed,short,high,not_ai_system,0
sonnet46,decomposed,short,high,insufficient_information,0
sonnet46,decomposed,short,high,__missing__,0
sonnet46,decomposed,short,prohibited,minimal,0
sonnet46,decomposed,short,prohibited,transparency,0
sonnet46,decomposed,short,prohibited,high,0
sonnet46,decomposed,short,prohibited,prohibited,1
sonnet46,decomposed,short,prohibited,not_ai_system,0
sonnet46,decomposed,short,prohibited,insufficient_information,0
sonnet46,decomposed,short,prohibited,__missing__,0
sonnet46,decomposed,short,not_ai_system,minimal,0
sonnet46,decomposed,short,not_ai_system,transparency,0
sonnet46,decomposed,short,not_ai_system,high,0
sonnet46,decomposed,short,not_ai_system,prohibited,0
sonnet46,decomposed,short,not_ai_system,not_ai_system,1
sonnet46,decomposed,short,not_ai_system,insufficient_information,0
sonnet46,decomposed,short,not_ai_system,__missing__,0
sonnet46,decomposed,short,insufficient_information,minimal,0
sonnet46,decomposed,short,insufficient_information,transparency,0
sonnet46,decomposed,short,insufficient_information,high,0
sonnet46,decomposed,short,insufficient_information,prohibited,0
sonnet46,decomposed,short,insufficient_information,not_ai_system,0
sonnet46,decomposed,short,insufficient_information,insufficient_information,0
sonnet46,decomposed,short,insufficient_information,__missing__,0
sonnet5,decomposed,short,minimal,minimal,1
sonnet5,decomposed,short,minimal,transparency,0
sonnet5,decomposed,short,minimal,high,0
sonnet5,decomposed,short,minimal,prohibited,0
sonnet5,decomposed,short,minimal,not_ai_system,0
sonnet5,decomposed,short,minimal,insufficient_information,0
sonnet5,decomposed,short,minimal,__missing__,1
sonnet5,decomposed,short,transparency,minimal,0
sonnet5,decomposed,short,transparency,transparency,1
sonnet5,decomposed,short,transparency,high,0
sonnet5,decomposed,short,transparency,prohibited,0
sonnet5,decomposed,short,transparency,not_ai_system,0
sonnet5,decomposed,short,transparency,insufficient_information,0
sonnet5,decomposed,short,transparency,__missing__,0
sonnet5,decomposed,short,high,minimal,2
sonnet5,decomposed,short,high,transparency,0
sonnet5,decomposed,short,high,high,3
sonnet5,decomposed,short,high,prohibited,1
sonnet5,decomposed,short,high,not_ai_system,1
sonnet5,decomposed,short,high,insufficient_information,0
sonnet5,decomposed,short,high,__missing__,2
sonnet5,decomposed,short,prohibited,minimal,0
sonnet5,decomposed,short,prohibited,transparency,0
sonnet5,decomposed,short,prohibited,high,0
sonnet5,decomposed,short,prohibited,prohibited,1
sonnet5,decomposed,short,prohibited,not_ai_system,0
sonnet5,decomposed,short,prohibited,insufficient_information,0
sonnet5,decomposed,short,prohibited,__missing__,0
sonnet5,decomposed,short,not_ai_system,minimal,0
sonnet5,decomposed,short,not_ai_system,transparency,0
sonnet5,decomposed,short,not_ai_system,high,0
sonnet5,decomposed,short,not_ai_system,prohibited,0
sonnet5,decomposed,short,not_ai_system,not_ai_system,1
sonnet5,decomposed,short,not_ai_system,insufficient_information,0
sonnet5,decomposed,short,not_ai_system,__missing__,0
sonnet5,decomposed,short,insufficient_information,minimal,0
sonnet5,decomposed,short,insufficient_information,transparency,0
sonnet5,decomposed,short,insufficient_information,high,0
