request_id,sample_id,model,prompt,evidence,attempted,finished,parse_status,reference,prediction,exact_match,cost_usd
S006_gemini3f_decomposed_short,S006,gemini3f,decomposed,short,True,True,valid,high,high,True,0.0014405
S006_kimi25_naive_short,S006,kimi25,naive,short,True,True,valid,high,high,True,0.00548207
S006_gpt52_decomposed_expanded,S006,gpt52,decomposed,expanded,True,True,valid,high,not_ai_system,False,0.00476945
S006_kimi25_decomposed_short,S006,kimi25,decomposed,short,True,True,valid,high,high,True,0.01061283
S006_qwen3827b_naive_short,S006,qwen3827b,naive,short,True,True,valid,high,high,True,0.0032963
S006_qwen38max_naive_short,S006,qwen38max,naive,short,True,True,valid,high,high,True,0.003974
S006_gemma27b_naive_expanded,S006,gemma27b,naive,expanded,True,True,valid,high,high,True,0.000069459
S006_qwen38max_decomposed_expanded,S006,qwen38max,decomposed,expanded,True,True,valid,high,high,True,0.02326
S006_kimi3_decomposed_expanded,S006,kimi3,decomposed,expanded,True,True,valid,high,high,True,0.0244284
S006_gemini3f_naive_expanded,S006,gemini3f,naive,expanded,True,True,valid,high,high,True,0.000378
S006_qwen3827b_decomposed_expanded,S006,qwen3827b,decomposed,expanded,True,True,valid,high,high,True,0.015645525
S006_gpt52_decomposed_short,S006,gpt52,decomposed,short,True,True,valid,high,high,True,0.0040922
S006_sonnet46_naive_expanded,S006,sonnet46,naive,expanded,True,True,valid,high,high,True,0.002625
S006_gemini37f_naive_short,S006,gemini37f,naive,short,True,True,valid,high,high,True,0.00128925
S006_sonnet46_decomposed_expanded,S006,sonnet46,decomposed,expanded,True,True,valid,high,high,True,0.009504
S006_qwen3827b_decomposed_short,S006,qwen3827b,decomposed,short,True,True,valid,high,high,True,0.018574455
S006_kimi3_naive_expanded,S006,kimi3,naive,expanded,True,True,valid,high,high,True,0.0128328
S006_grok46_decomposed_short,S006,grok46,decomposed,short,True,True,valid,high,high,True,0.013744
S006_haiku45_decomposed_short,S006,haiku45,decomposed,short,True,True,valid,high,high,True,0.003295
S006_sonnet5_naive_short,S006,sonnet5,naive,short,True,True,valid,high,high,True,0.001772
S006_gemini3f_naive_short,S006,gemini3f,naive,short,True,True,valid,high,high,True,0.0003555
S006_gpt56luna_decomposed_short,S006,gpt56luna,decomposed,short,True,True,valid,high,high,True,0.0004833
S006_gpt56luna_naive_short,S006,gpt56luna,naive,short,True,True,valid,high,high,True,0.0002404
S006_sonnet46_decomposed_short,S006,sonnet46,decomposed,short,True,True,valid,high,high,True,0.008988
S006_gpt56sol_decomposed_expanded,S006,gpt56sol,decomposed,expanded,True,True,valid,high,not_ai_system,False,0.0036465
S006_haiku45_decomposed_expanded,S006,haiku45,decomposed,expanded,True,True,valid,high,high,True,0.003292
S006_sonnet5_decomposed_expanded,S006,sonnet5,decomposed,expanded,True,True,valid,high,not_ai_system,False,0.012044
S006_gpt56sol_naive_expanded,S006,gpt56sol,naive,expanded,True,True,valid,high,high,True,0.00445
S006_haiku45_naive_short,S006,haiku45,naive,short,True,True,valid,high,high,True,0.000742
S006_gemma27b_decomposed_expanded,S006,gemma27b,decomposed,expanded,True,True,valid,high,high,True,0.000296135
S006_gpt56sol_decomposed_short,S006,gpt56sol,decomposed,short,True,True,valid,high,high,True,0.004859
S010_sonnet5_naive_short,S010,sonnet5,naive,short,True,True,valid,prohibited,prohibited,True,0.001926
S010_gemini3f_decomposed_short,S010,gemini3f,decomposed,short,True,True,valid,prohibited,prohibited,True,0.001429
S010_gemma27b_naive_short,S010,gemma27b,naive,short,True,True,valid,prohibited,prohibited,True,0.000054483
S010_grok46_decomposed_expanded,S010,grok46,decomposed,expanded,True,True,valid,prohibited,prohibited,True,0.02128
S010_gemma27b_decomposed_short,S010,gemma27b,decomposed,short,True,True,valid,prohibited,prohibited,True,0.000282559
S010_gpt56luna_decomposed_expanded,S010,gpt56luna,decomposed,expanded,True,True,valid,prohibited,prohibited,True,0.00042975
S010_grok46_naive_short,S010,grok46,naive,short,True,True,valid,prohibited,prohibited,True,0.005846
S010_qwen38max_naive_short,S010,qwen38max,naive,short,True,True,valid,prohibited,prohibited,True,0.003322
S010_kimi3_naive_short,S010,kimi3,naive,short,True,True,request_failed,prohibited,__missing__,False,0
S010_haiku45_naive_expanded,S010,haiku45,naive,expanded,True,True,valid,prohibited,prohibited,True,0.000851
S010_qwen3827b_naive_expanded,S010,qwen3827b,naive,expanded,True,True,valid,prohibited,prohibited,True,0.0015997
S010_sonnet46_decomposed_expanded,S010,sonnet46,decomposed,expanded,True,True,valid,prohibited,prohibited,True,0.009315
S010_gemma27b_decomposed_expanded,S010,gemma27b,decomposed,expanded,True,True,valid,prohibited,prohibited,True,0.000290175
S010_kimi25_decomposed_expanded,S010,kimi25,decomposed,expanded,True,True,valid,prohibited,prohibited,True,0.00650427
S010_kimi25_naive_expanded,S010,kimi25,naive,expanded,True,True,valid,prohibited,prohibited,True,0.00377226
S010_qwen38max_decomposed_short,S010,qwen38max,decomposed,short,True,True,valid,prohibited,prohibited,True,0.01665
S010_kimi3_decomposed_short,S010,kimi3,decomposed,short,True,True,request_failed,prohibited,__missing__,False,0
S010_gemini3f_naive_expanded,S010,gemini3f,naive,expanded,True,True,valid,prohibited,prohibited,True,0.000361
S010_qwen3827b_decomposed_short,S010,qwen3827b,decomposed,short,True,True,missing_content,prohibited,__missing__,False,0
S010_gemini37f_naive_expanded,S010,gemini37f,naive,expanded,True,True,valid,prohibited,prohibited,True,0.00094125
S010_sonnet5_naive_expanded,S010,sonnet5,naive,expanded,True,True,valid,prohibited,prohibited,True,0.00215
S010_grok46_naive_expanded,S010,grok46,naive,expanded,True,True,valid,prohibited,prohibited,True,0.0068
S010_gpt52_decomposed_expanded,S010,gpt52,decomposed,expanded,True,True,valid,prohibited,prohibited,True,0.00390495
S010_kimi25_naive_short,S010,kimi25,naive,short,True,True,valid,prohibited,prohibited,True,0.00438026
S010_gpt52_decomposed_short,S010,gpt52,decomposed,short,True,True,valid,prohibited,prohibited,True,0.0046725
S010_kimi3_decomposed_expanded,S010,kimi3,decomposed,expanded,True,True,request_failed,prohibited,__missing__,False,0
S010_haiku45_decomposed_short,S010,haiku45,decomposed,short,True,True,valid,prohibited,prohibited,True,0.003205
S010_sonnet5_decomposed_expanded,S010,sonnet5,decomposed,expanded,True,True,valid,prohibited,prohibited,True,0.008542
S010_gpt56sol_naive_expanded,S010,gpt56sol,naive,expanded,True,True,valid,prohibited,prohibited,True,0.00197
S010_grok46_decomposed_short,S010,grok46,decomposed,short,True,True,valid,prohibited,prohibited,True,0.030166
S010_qwen3827b_decomposed_expanded,S010,qwen3827b,decomposed,expanded,True,True,missing_content,prohibited,__missing__,False,0
S010_qwen3827b_naive_short,S010,qwen3827b,naive,short,True,True,missing_content,prohibited,__missing__,False,0
S010_gpt56sol_decomposed_short,S010,gpt56sol,decomposed,short,True,True,valid,prohibited,prohibited,True,0.005014
S010_gpt56sol_decomposed_expanded,S010,gpt56sol,decomposed,expanded,True,True,valid,prohibited,prohibited,True,0.0033815
S010_gpt52_naive_short,S010,gpt52,naive,short,True,True,valid,prohibited,prohibited,True,0.00224
S010_gemini3f_naive_short,S010,gemini3f,naive,short,True,True,valid,prohibited,prohibited,True,0.000326
S010_sonnet46_naive_short,S010,sonnet46,naive,short,True,True,valid,prohibited,prohibited,True,0.002469
S010_sonnet46_decomposed_short,S010,sonnet46,decomposed,short,True,True,valid,prohibited,prohibited,True,0.009123
S010_qwen38max_naive_expanded,S010,qwen38max,naive,expanded,True,True,valid,prohibited,prohibited,True,0.00817
S010_gpt52_naive_expanded,S010,gpt52,naive,expanded,True,True,valid,prohibited,prohibited,True,0.00256725
S010_kimi3_naive_expanded,S010,kimi3,naive,expanded,True,True,request_failed,prohibited,__missing__,False,0
S010_haiku45_naive_short,S010,haiku45,naive,short,True,True,valid,prohibited,prohibited,True,0.000777
S010_gemini37f_decomposed_short,S010,gemini37f,decomposed,short,True,True,valid,prohibited,prohibited,True,0.0036375
S010_kimi25_decomposed_short,S010,kimi25,decomposed,short,True,True,valid,prohibited,prohibited,True,0.0124944
S010_gpt56luna_naive_expanded,S010,gpt56luna,naive,expanded,True,True,valid,prohibited,prohibited,True,0.0002638
S010_gpt56sol_naive_short,S010,gpt56sol,naive,short,True,True,valid,prohibited,prohibited,True,0.001812
S010_sonnet5_decomposed_short,S010,sonnet5,decomposed,short,True,True,valid,prohibited,prohibited,True,0.008258
S010_gpt56luna_naive_short,S010,gpt56luna,naive,short,True,True,valid,prohibited,prohibited,True,0.0002796
S010_gemini37f_decomposed_expanded,S010,gemini37f,decomposed,expanded,True,True,valid,prohibited,prohibited,True,0.00347175
S010_qwen38max_decomposed_expanded,S010,qwen38max,decomposed,expanded,True,True,valid,prohibited,prohibited,True,0.019128
S010_haiku45_decomposed_expanded,S010,haiku45,decomposed,expanded,True,True,valid,prohibited,prohibited,True,0.003304
S010_gemma27b_naive_expanded,S010,gemma27b,naive,expanded,True,True,valid,prohibited,prohibited,True,0.000061699
S010_gpt56luna_decomposed_short,S010,gpt56luna,decomposed,short,True,True,valid,prohibited,prohibited,True,0.000559
S010_gemini3f_decomposed_expanded,S010,gemini3f,decomposed,expanded,True,True,valid,prohibited,prohibited,True,0.001479
S010_gemini37f_naive_short,S010,gemini37f,naive,short,True,True,valid,prohibited,prohibited,True,0.00084825
S010_sonnet46_naive_expanded,S010,sonnet46,naive,expanded,True,True,valid,prohibited,prohibited,True,0.002706
S021_gpt52_decomposed_short,S021,gpt52,decomposed,short,True,True,valid,high,high,True,0.00415345
S021_gemini37f_naive_expanded,S021,gemini37f,naive,expanded,True,True,valid,high,high,True,0.0009765
S021_kimi25_naive_expanded,S021,kimi25,naive,expanded,True,True,valid,high,high,True,0.0131499
S021_gpt52_naive_expanded,S021,gpt52,naive,expanded,True,True,valid,high,high,True,0.00284725
S021_kimi25_decomposed_short,S021,kimi25,decomposed,short,True,True,valid,high,high,True,0.01309404
S021_kimi25_decomposed_expanded,S021,kimi25,decomposed,expanded,True,True,valid,high,not_ai_system,False,0.01375581
S021_kimi3_naive_short,S021,kimi3,naive,short,True,True,valid,high,high,True,0.009984
S021_qwen38max_naive_expanded,S021,qwen38max,naive,expanded,True,True,valid,high,high,True,0.006148
S021_gemini3f_naive_expanded,S021,gemini3f,naive,expanded,True,True,valid,high,high,True,0.0004535
S021_grok46_decomposed_expanded,S021,grok46,decomposed,expanded,True,True,valid,high,high,True,0.021408
S021_gpt56luna_naive_expanded,S021,gpt56luna,naive,expanded,True,True,valid,high,high,True,0.0003286
S021_gemini37f_decomposed_short,S021,gemini37f,decomposed,short,True,True,valid,high,high,True,0.00288975
S021_sonnet46_decomposed_short,S021,sonnet46,decomposed,short,True,True,valid,high,high,True,0.009438
S021_gpt56luna_decomposed_short,S021,gpt56luna,decomposed,short,True,True,valid,high,high,True,0.00044045
S021_gemini37f_naive_short,S021,gemini37f,naive,short,True,True,valid,high,high,True,0.001083
S021_kimi3_decomposed_short,S021,kimi3,decomposed,short,True,True,valid,high,high,True,0.012933
S021_grok46_decomposed_short,S021,grok46,decomposed,short,True,True,valid,high,high,True,0.01529
S021_gemma27b_decomposed_short,S021,gemma27b,decomposed,short,True,True,valid,high,high,True,0.000287071
S021_kimi3_naive_expanded,S021,kimi3,naive,expanded,True,True,valid,high,high,True,0.0065058
S021_gemini3f_decomposed_short,S021,gemini3f,decomposed,short,True,True,valid,high,high,True,0.00145
S021_gpt56sol_naive_expanded,S021,gpt56sol,naive,expanded,True,True,valid,high,not_ai_system,False,0.004752
S021_sonnet46_naive_short,S021,sonnet46,naive,short,True,True,valid,high,high,True,0.002379
S021_qwen3827b_decomposed_expanded,S021,qwen3827b,decomposed,expanded,True,True,valid,high,not_ai_system,False,0.01155575
S021_sonnet5_decomposed_short,S021,sonnet5,decomposed,short,True,True,invalid_json,high,__missing__,False,0.008462
S021_gpt56sol_decomposed_short,S021,gpt56sol,decomposed,short,True,True,valid,high,high,True,0.0037965
S021_qwen3827b_naive_short,S021,qwen3827b,naive,short,True,True,valid,high,high,True,0.00403155
S021_haiku45_decomposed_short,S021,haiku45,decomposed,short,True,True,valid,high,high,True,0.003395
S021_kimi3_decomposed_expanded,S021,kimi3,decomposed,expanded,True,True,valid,high,high,True,0.0117864
S021_gemma27b_naive_expanded,S021,gemma27b,naive,expanded,True,True,valid,high,high,True,0.000075432
S021_haiku45_decomposed_expanded,S021,haiku45,decomposed,expanded,True,True,valid,high,high,True,0.003472
S021_sonnet46_naive_expanded,S021,sonnet46,naive,expanded,True,True,valid,high,high,True,0.002775
S021_gpt56luna_decomposed_expanded,S021,gpt56luna,decomposed,expanded,True,True,valid,high,not_ai_system,False,0.00049815
S021_kimi25_naive_short,S021,kimi25,naive,short,True,True,valid,high,high,True,0.00506673
S021_qwen38max_decomposed_short,S021,qwen38max,decomposed,short,True,True,valid,high,high,True,0.016328
S021_sonnet5_naive_expanded,S021,sonnet5,naive,expanded,True,True,valid,high,high,True,0.00246
S021_haiku45_naive_expanded,S021,haiku45,naive,expanded,True,True,valid,high,high,True,0.000939
S021_gpt52_decomposed_expanded,S021,gpt52,decomposed,expanded,True,True,valid,high,not_ai_system,False,0.01124375
S021_grok46_naive_short,S021,grok46,naive,short,True,True,valid,high,high,True,0.007968
S021_qwen3827b_naive_expanded,S021,qwen3827b,naive,expanded,True,True,valid,high,high,True,0.004711975
S021_gpt56luna_naive_short,S021,gpt56luna,naive,short,True,True,valid,high,high,True,0.0002894
S021_sonnet46_decomposed_expanded,S021,sonnet46,decomposed,expanded,True,True,valid,high,high,True,0.009774
S021_gemini3f_decomposed_expanded,S021,gemini3f,decomposed,expanded,True,True,valid,high,high,True,0.0015325
S021_gpt56sol_decomposed_expanded,S021,gpt56sol,decomposed,expanded,True,True,valid,high,not_ai_system,False,0.0033015
S021_haiku45_naive_short,S021,haiku45,naive,short,True,True,valid,high,high,True,0.000897
S021_grok46_naive_expanded,S021,grok46,naive,expanded,True,True,valid,high,high,True,0.011974
S021_qwen38max_naive_short,S021,qwen38max,naive,short,True,True,valid,high,high,True,0.005172
S021_gemini3f_naive_short,S021,gemini3f,naive,short,True,True,valid,high,high,True,0.000377
S021_sonnet5_decomposed_expanded,S021,sonnet5,decomposed,expanded,True,True,valid,high,high,True,0.012442
S021_qwen38max_decomposed_expanded,S021,qwen38max,decomposed,expanded,True,True,missing_content,high,__missing__,False,0.02568
S021_gpt52_naive_short,S021,gpt52,naive,short,True,True,valid,high,high,True,0.00239575
S021_gemini37f_decomposed_expanded,S021,gemini37f,decomposed,expanded,True,True,valid,high,high,True,0.00313575
S021_sonnet5_naive_short,S021,sonnet5,naive,short,True,True,valid,high,high,True,0.00212
S021_qwen3827b_decomposed_short,S021,qwen3827b,decomposed,short,True,True,valid,high,high,True,0.007212505
S021_gemma27b_decomposed_expanded,S021,gemma27b,decomposed,expanded,True,True,valid,high,high,True,0.000303308
S021_gemma27b_naive_short,S021,gemma27b,naive,short,True,True,valid,high,high,True,0.000062676
S021_gpt56sol_naive_short,S021,gpt56sol,naive,short,True,True,valid,high,high,True,0.00222
S016_qwen3827b_decomposed_expanded,S016,qwen3827b,decomposed,expanded,True,True,valid,high,high,True,0.010138375
S016_gemma27b_decomposed_expanded,S016,gemma27b,decomposed,expanded,True,True,valid,high,high,True,0.000300452
S016_kimi25_decomposed_expanded,S016,kimi25,decomposed,expanded,True,True,valid,high,high,True,0.0104481
S016_gpt56luna_naive_expanded,S016,gpt56luna,naive,expanded,True,True,valid,high,high,True,0.0002514
S016_sonnet46_decomposed_expanded,S016,sonnet46,decomposed,expanded,True,True,valid,high,high,True,0.009723
S016_gpt56sol_naive_short,S016,gpt56sol,naive,short,True,True,valid,high,high,True,0.00229
S016_gemini37f_naive_expanded,S016,gemini37f,naive,expanded,True,True,valid,high,high,True,0.00099975
S016_gemini3f_decomposed_short,S016,gemini3f,decomposed,short,True,True,valid,high,high,True,0.0014665
S016_qwen3827b_decomposed_short,S016,qwen3827b,decomposed,short,True,True,valid,high,high,True,0.00380528
S016_grok46_naive_short,S016,grok46,naive,short,True,True,valid,high,high,True,0.007978
S016_gpt56sol_decomposed_short,S016,gpt56sol,decomposed,short,True,True,valid,high,high,True,0.0017165
S016_gemini3f_naive_short,S016,gemini3f,naive,short,True,True,valid,high,high,True,0.0003395
S016_gpt56sol_naive_expanded,S016,gpt56sol,naive,expanded,True,True,valid,high,high,True,0.002362
S016_qwen3827b_naive_short,S016,qwen3827b,naive,short,True,True,valid,high,high,True,0.003090175
S016_haiku45_naive_expanded,S016,haiku45,naive,expanded,True,True,valid,high,high,True,0.000902
S016_sonnet46_naive_expanded,S016,sonnet46,naive,expanded,True,True,valid,high,high,True,0.002604
S016_qwen38max_decomposed_expanded,S016,qwen38max,decomposed,expanded,True,True,valid,high,high,True,0.00719
S016_gemma27b_naive_expanded,S016,gemma27b,naive,expanded,True,True,valid,high,high,True,0.000070776
S016_gemini37f_decomposed_expanded,S016,gemini37f,decomposed,expanded,True,True,valid,high,high,True,0.0028965
S016_gpt52_naive_short,S016,gpt52,naive,short,True,True,valid,high,high,True,0.00260575
S016_qwen38max_naive_short,S016,qwen38max,naive,short,True,True,request_failed,high,__missing__,False,0
S016_kimi3_decomposed_expanded,S016,kimi3,decomposed,expanded,True,True,valid,high,high,True,0.0084774
S016_qwen38max_naive_expanded,S016,qwen38max,naive,expanded,True,True,valid,high,high,True,0.005478
S016_gpt52_decomposed_expanded,S016,gpt52,decomposed,expanded,True,True,valid,high,high,True,0.00382795
S016_haiku45_decomposed_short,S016,haiku45,decomposed,short,True,True,valid,high,high,True,0.003286
S016_sonnet5_decomposed_expanded,S016,sonnet5,decomposed,expanded,True,True,valid,high,high,True,0.011238
S016_gemma27b_naive_short,S016,gemma27b,naive,short,True,True,valid,high,high,True,0.000053954
S016_grok46_decomposed_expanded,S016,grok46,decomposed,expanded,True,True,valid,high,high,True,0.013546
S016_gemini37f_naive_short,S016,gemini37f,naive,short,True,True,valid,high,high,True,0.0008325
S016_sonnet46_decomposed_short,S016,sonnet46,decomposed,short,True,True,valid,high,high,True,0.009156
S016_gpt52_decomposed_short,S016,gpt52,decomposed,short,True,True,valid,high,high,True,0.00366345
S016_gpt56luna_naive_short,S016,gpt56luna,naive,short,True,True,valid,high,high,True,0.0002514
S016_grok46_naive_expanded,S016,grok46,naive,expanded,True,True,valid,high,high,True,0.00695
S016_kimi25_naive_expanded,S016,kimi25,naive,expanded,True,True,valid,high,high,True,0.00495957
S016_gpt56luna_decomposed_short,S016,gpt56luna,decomposed,short,True,True,valid,high,high,True,0.00059965
S016_gpt56luna_decomposed_expanded,S016,gpt56luna,decomposed,expanded,True,True,valid,high,high,True,0.00066595
S016_gemini3f_decomposed_expanded,S016,gemini3f,decomposed,expanded,True,True,valid,high,high,True,0.0015385
S016_haiku45_naive_short,S016,haiku45,naive,short,True,True,valid,high,high,True,0.000763
S016_kimi25_naive_short,S016,kimi25,naive,short,True,True,valid,high,high,True,0.00226233
S016_kimi3_decomposed_short,S016,kimi3,decomposed,short,True,True,valid,high,high,True,0.0122034
S016_sonnet5_decomposed_short,S016,sonnet5,decomposed,short,True,True,valid,high,high,True,0.010462
S016_qwen38max_decomposed_short,S016,qwen38max,decomposed,short,True,True,valid,high,high,True,0.013536
S016_sonnet5_naive_expanded,S016,sonnet5,naive,expanded,True,True,invalid_json,high,__missing__,False,0.002266
S016_sonnet5_naive_short,S016,sonnet5,naive,short,True,True,invalid_json,high,__missing__,False,0.00179
S016_gpt52_naive_expanded,S016,gpt52,naive,expanded,True,True,valid,high,high,True,0.00310625
S016_kimi3_naive_expanded,S016,kimi3,naive,expanded,True,True,valid,high,high,True,0.0049668
S016_sonnet46_naive_short,S016,sonnet46,naive,short,True,True,valid,high,high,True,0.002067
S016_gemini3f_naive_expanded,S016,gemini3f,naive,expanded,True,True,valid,high,high,True,0.0003935
S016_gpt56sol_decomposed_expanded,S016,gpt56sol,decomposed,expanded,True,True,valid,high,high,True,0.0031315
S016_gemini37f_decomposed_short,S016,gemini37f,decomposed,short,True,True,valid,high,high,True,0.00285675
S016_gemma27b_decomposed_short,S016,gemma27b,decomposed,short,True,True,valid,high,high,True,0.000281511
S016_kimi3_naive_short,S016,kimi3,naive,short,True,True,valid,high,high,True,0.0069528
S016_grok46_decomposed_short,S016,grok46,decomposed,short,True,True,valid,high,high,True,0.010002
S016_qwen3827b_naive_expanded,S016,qwen3827b,naive,expanded,True,True,valid,high,high,True,0.00230265
S016_haiku45_decomposed_expanded,S016,haiku45,decomposed,expanded,True,True,valid,high,high,True,0.003415
S016_kimi25_decomposed_short,S016,kimi25,decomposed,short,True,True,valid,high,high,True,0.00682062
S018_kimi25_naive_expanded,S018,kimi25,naive,expanded,True,True,valid,transparency,transparency,True,0.00453891
S018_grok46_naive_short,S018,grok46,naive,short,True,True,valid,transparency,transparency,True,0.006436
S018_qwen38max_decomposed_short,S018,qwen38max,decomposed,short,True,True,valid,transparency,transparency,True,0.011484
S018_qwen3827b_naive_expanded,S018,qwen3827b,naive,expanded,True,True,valid,transparency,transparency,True,0.002107575
S018_kimi3_decomposed_short,S018,kimi3,decomposed,short,True,True,valid,transparency,transparency,True,0.025917
S018_qwen38max_decomposed_expanded,S018,qwen38max,decomposed,expanded,True,True,valid,transparency,transparency,True,0.023774
S018_haiku45_decomposed_expanded,S018,haiku45,decomposed,expanded,True,True,valid,transparency,transparency,True,0.003495
S018_qwen3827b_decomposed_expanded,S018,qwen3827b,decomposed,expanded,True,True,valid,transparency,transparency,True,0.004573
S018_qwen38max_naive_expanded,S018,qwen38max,naive,expanded,True,True,valid,transparency,transparency,True,0.005112
S018_grok46_decomposed_expanded,S018,grok46,decomposed,expanded,True,True,valid,transparency,transparency,True,0.016226
S018_gpt56luna_naive_expanded,S018,gpt56luna,naive,expanded,True,True,valid,transparency,transparency,True,0.0002556
S018_gpt52_decomposed_expanded,S018,gpt52,decomposed,expanded,True,True,valid,transparency,transparency,True,0.0088697
S018_gemini3f_decomposed_short,S018,gemini3f,decomposed,short,True,True,valid,transparency,transparency,True,0.0014515
S018_gpt56sol_naive_expanded,S018,gpt56sol,naive,expanded,True,True,valid,transparency,transparency,True,0.001972
S018_gemini37f_decomposed_short,S018,gemini37f,decomposed,short,True,True,valid,transparency,transparency,True,0.0028695
S018_gemini37f_naive_expanded,S018,gemini37f,naive,expanded,True,True,valid,transparency,transparency,True,0.00093225
S018_sonnet5_naive_short,S018,sonnet5,naive,short,True,True,invalid_json,transparency,__missing__,False,0.001796
S018_gpt52_naive_expanded,S018,gpt52,naive,expanded,True,True,valid,transparency,transparency,True,0.00308
S018_gpt52_decomposed_short,S018,gpt52,decomposed,short,True,True,valid,transparency,transparency,True,0.0056812
S018_sonnet5_naive_expanded,S018,sonnet5,naive,expanded,True,True,valid,transparency,transparency,True,0.002252
S018_kimi25_decomposed_expanded,S018,kimi25,decomposed,expanded,True,True,valid,transparency,transparency,True,0.01128657
S018_sonnet46_decomposed_expanded,S018,sonnet46,decomposed,expanded,True,True,valid,transparency,transparency,True,0.010068
S018_gpt56luna_naive_short,S018,gpt56luna,naive,short,True,True,valid,transparency,transparency,True,0.0001832
S018_haiku45_naive_expanded,S018,haiku45,naive,expanded,True,True,valid,transparency,prohibited,False,0.000972
S018_gemma27b_naive_expanded,S018,gemma27b,naive,expanded,True,True,valid,transparency,transparency,True,0.000072667
S018_sonnet46_naive_short,S018,sonnet46,naive,short,True,True,valid,transparency,prohibited,False,0.002484
S018_kimi25_decomposed_short,S018,kimi25,decomposed,short,True,True,valid,transparency,transparency,True,0.0088255
S018_kimi3_decomposed_expanded,S018,kimi3,decomposed,expanded,True,True,valid,transparency,transparency,True,0.0178254
S018_gpt56luna_decomposed_expanded,S018,gpt56luna,decomposed,expanded,True,True,valid,transparency,transparency,True,0.000865
S018_kimi25_naive_short,S018,kimi25,naive,short,True,True,valid,transparency,transparency,True,0.00847229
S018_gemma27b_decomposed_expanded,S018,gemma27b,decomposed,expanded,True,True,valid,transparency,transparency,True,0.000299262
S018_gemini3f_naive_expanded,S018,gemini3f,naive,expanded,True,True,valid,transparency,transparency,True,0.0004305
S018_sonnet5_decomposed_expanded,S018,sonnet5,decomposed,expanded,True,True,valid,transparency,transparency,True,0.010824
S018_gemini37f_naive_short,S018,gemini37f,naive,short,True,True,valid,transparency,transparency,True,0.00077775
S018_qwen3827b_naive_short,S018,qwen3827b,naive,short,True,True,valid,transparency,transparency,True,0.001725925
S018_gpt56luna_decomposed_short,S018,gpt56luna,decomposed,short,True,True,valid,transparency,transparency,True,0.0004811
S018_gemma27b_naive_short,S018,gemma27b,naive,short,True,True,valid,transparency,transparency,True,0.000055893
S018_grok46_naive_expanded,S018,grok46,naive,expanded,True,True,valid,transparency,transparency,True,0.00768
S018_gpt56sol_decomposed_short,S018,gpt56sol,decomposed,short,True,True,valid,transparency,transparency,True,0.004389
S018_qwen3827b_decomposed_short,S018,qwen3827b,decomposed,short,True,True,valid,transparency,transparency,True,0.00513995
S018_grok46_decomposed_short,S018,grok46,decomposed,short,True,True,valid,transparency,transparency,True,0.011952
S018_kimi3_naive_short,S018,kimi3,naive,short,True,True,valid,transparency,transparency,True,0.010398
S018_haiku45_naive_short,S018,haiku45,naive,short,True,True,valid,transparency,prohibited,False,0.000847
S018_gemini3f_naive_short,S018,gemini3f,naive,short,True,True,valid,transparency,transparency,True,0.0003335
S018_sonnet46_naive_expanded,S018,sonnet46,naive,expanded,True,True,valid,transparency,transparency,True,0.002919
S018_gpt52_naive_short,S018,gpt52,naive,short,True,True,valid,transparency,transparency,True,0.0023695
S018_qwen38max_naive_short,S018,qwen38max,naive,short,True,True,valid,transparency,transparency,True,0.003862
S018_gemini37f_decomposed_expanded,S018,gemini37f,decomposed,expanded,True,True,valid,transparency,transparency,True,0.00298275
S018_gpt56sol_decomposed_expanded,S018,gpt56sol,decomposed,expanded,True,True,valid,transparency,transparency,True,0.004224
S018_kimi3_naive_expanded,S018,kimi3,naive,expanded,True,True,valid,transparency,transparency,True,0.0034998
S018_sonnet5_decomposed_short,S018,sonnet5,decomposed,short,True,True,valid,transparency,transparency,True,0.011928
S018_sonnet46_decomposed_short,S018,sonnet46,decomposed,short,True,True,valid,transparency,transparency,True,0.009108
S018_gpt56sol_naive_short,S018,gpt56sol,naive,short,True,True,valid,transparency,transparency,True,0.001674
S018_gemma27b_decomposed_short,S018,gemma27b,decomposed,short,True,True,valid,transparency,transparency,True,0.000280688
S018_gemini3f_decomposed_expanded,S018,gemini3f,decomposed,expanded,True,True,valid,transparency,transparency,True,0.0015215
S018_haiku45_decomposed_short,S018,haiku45,decomposed,short,True,True,valid,transparency,transparency,True,0.003405
