sample_id,split,condition,model,run,risk_tier,steps,rationale,pilot
S049,dev,decomposed,qwen3827b,1,high,"{""art3_1"": ""yes"", ""art5"": ""no"", ""annex_i"": ""no"", ""annex_iii"": ""migration"", ""derogation"": ""does_not_apply"", ""profiling"": ""no"", ""art50"": ""yes""}","An automated translation tool used by an immigration authority to translate and thereby inform asylum claim decisions falls under Annex III migration, and because its output directly entered the decision the Art. 6(3) derogation does not apply, making it high-risk.",False
S050,heldout,decomposed,qwen3827b,1,high,"{""art3_1"": ""yes"", ""art5"": ""no"", ""annex_i"": ""yes"", ""annex_iii"": ""none"", ""derogation"": ""not_applicable"", ""profiling"": ""not_applicable"", ""art50"": ""no""}","Tesla FSD is an inferential automated-driving system forming a safety-critical component of a motor vehicle, which is normally subject to third-party conformity assessment, so it is high-risk under the Annex I route.",False
S051,heldout,decomposed,qwen3827b,1,high,"{""art3_1"": ""yes"", ""art5"": ""no"", ""annex_i"": ""no"", ""annex_iii"": ""essential_services"", ""derogation"": ""does_not_apply"", ""profiling"": ""yes"", ""art50"": ""no""}","The algorithm ranks households’ economic vulnerability to determine eligibility for public cash assistance, which falls within Annex III essential services and profiles natural persons’ economic situation, making it high-risk.",False
S052,heldout,decomposed,qwen3827b,1,high,"{""art3_1"": ""yes"", ""art5"": ""no"", ""annex_i"": ""yes"", ""annex_iii"": ""none"", ""derogation"": ""not_applicable"", ""profiling"": ""not_applicable"", ""art50"": ""no""}","Tesla Autopilot is an AI-based driving-control system for a motor vehicle, which is a product covered by Union harmonisation legislation and normally subject to third-party conformity assessment, so it is high-risk under Annex I.",False
S053,dev,decomposed,qwen3827b,1,transparency,"{""art3_1"": ""yes"", ""art5"": ""no"", ""annex_i"": ""no"", ""annex_iii"": ""none"", ""derogation"": ""not_applicable"", ""profiling"": ""not_applicable"", ""art50"": ""yes""}","The system is a generative AI text tool used to produce books, so it is not prohibited or high-risk under Annex I or III, but Article 50 transparency applies because it generates synthetic text.",False
S054,heldout,decomposed,qwen3827b,1,high,"{""art3_1"": ""yes"", ""art5"": ""no"", ""annex_i"": ""no"", ""annex_iii"": ""employment"", ""derogation"": ""does_not_apply"", ""profiling"": ""yes"", ""art50"": ""no""}","The ad-targeting system used to distribute job advertisements is an AI system that influences access to employment opportunities and profiles users, placing it within Annex III employment without a derogation.",False
S055,heldout,decomposed,qwen3827b,1,minimal,"{""art3_1"": ""yes"", ""art5"": ""no"", ""annex_i"": ""no"", ""annex_iii"": ""none"", ""derogation"": ""not_applicable"", ""profiling"": ""not_applicable"", ""art50"": ""no""}","This is a consumer photo auto-tagging/classification tool that does not fall under any Annex III area, is not an Annex I regulated product, is not a prohibited practice, and does not meet the Art. 50 transparency threshold as a chatbot, generative text system, emotion-recognition, or biometric-categorisation tool.",False
S056,dev,decomposed,qwen3827b,1,transparency,"{""art3_1"": ""yes"", ""art5"": ""no"", ""annex_i"": ""no"", ""annex_iii"": ""none"", ""derogation"": ""not_applicable"", ""profiling"": ""not_applicable"", ""art50"": ""yes""}","ChatGPT is a general-purpose AI chatbot that interacts directly with natural persons and generates synthetic text, so it falls under Article 50 transparency obligations rather than a prohibited or high-risk category.",False
S057,heldout,decomposed,qwen3827b,1,transparency,"{""art3_1"": ""yes"", ""art5"": ""no"", ""annex_i"": ""no"", ""annex_iii"": ""none"", ""derogation"": ""not_applicable"", ""profiling"": ""not_applicable"", ""art50"": ""yes""}","The AI photo-editing tool is not a prohibited or Annex III high-risk use, but it generates AI-manipulated facial image content, triggering Article 50 transparency obligations.",False
S058,heldout,decomposed,qwen3827b,1,minimal,"{""art3_1"": ""yes"", ""art5"": ""no"", ""annex_i"": ""no"", ""annex_iii"": ""none"", ""derogation"": ""not_applicable"", ""profiling"": ""not_applicable"", ""art50"": ""no""}","The incident describes an industrial robot whose perception system failed to distinguish a person from boxes, but that intended purpose is not a prohibited practice, an Annex I third-party-assessed product, an Annex III use, or an Article 50 transparency case.",False
S059,dev,decomposed,qwen3827b,1,high,"{""art3_1"": ""yes"", ""art5"": ""no"", ""annex_i"": ""no"", ""annex_iii"": ""essential_services"", ""derogation"": ""does_not_apply"", ""profiling"": ""yes"", ""art50"": ""no""}","The system is a government AI used to flag individuals for benefit-fraud review, an Annex III essential-services use involving profiling and not merely a preparatory task, so it is high-risk.",False
S060,heldout,decomposed,qwen3827b,1,high,"{""art3_1"": ""yes"", ""art5"": ""no"", ""annex_i"": ""no"", ""annex_iii"": ""biometrics"", ""derogation"": ""does_not_apply"", ""profiling"": ""no"", ""art50"": ""no""}","The facial-recognition system used in stores to identify or flag shoppers as likely shoplifters is an AI system within Annex III biometrics and does not qualify for the Art. 6(3) derogation, so it is high-risk.",False
S061,dev,decomposed,qwen3827b,1,high,"{""art3_1"": ""yes"", ""art5"": ""no"", ""annex_i"": ""no"", ""annex_iii"": ""biometrics"", ""derogation"": ""does_not_apply"", ""profiling"": ""no"", ""art50"": ""no""}","The system is a facial recognition system used for remote biometric identification of a natural person, which falls within Annex III biometrics and does not qualify for a derogation because it directly identified and influenced the decision to arrest.",False
S062,heldout,decomposed,qwen3827b,1,high,"{""art3_1"": ""yes"", ""art5"": ""no"", ""annex_i"": ""yes"", ""annex_iii"": ""none"", ""derogation"": ""not_applicable"", ""profiling"": ""not_applicable"", ""art50"": ""no""}","The Waymo autonomous-driving system is an AI system acting as a safety component of a motor vehicle, a product type normally subject to third-party conformity assessment, making it high-risk under Annex I.",False
S063,heldout,decomposed,qwen3827b,1,transparency,"{""art3_1"": ""yes"", ""art5"": ""no"", ""annex_i"": ""no"", ""annex_iii"": ""none"", ""derogation"": ""not_applicable"", ""profiling"": ""not_applicable"", ""art50"": ""yes""}","The system is an AI generator of synthetic deepfake image/video content, not an Annex I product or Annex III use case, so its applicable classification is the Art. 50 transparency tier.",False
S064,heldout,decomposed,qwen3827b,1,transparency,"{""art3_1"": ""yes"", ""art5"": ""no"", ""annex_i"": ""no"", ""annex_iii"": ""none"", ""derogation"": ""not_applicable"", ""profiling"": ""not_applicable"", ""art50"": ""yes""}","The system is a generative AI used to create synthetic deepfake images, which triggers Article 50 transparency obligations without fitting a prohibited practice or Annex III high-risk use.",False
S065,dev,decomposed,qwen3827b,1,transparency,"{""art3_1"": ""yes"", ""art5"": ""no"", ""annex_i"": ""no"", ""annex_iii"": ""none"", ""derogation"": ""not_applicable"", ""profiling"": ""not_applicable"", ""art50"": ""yes""}","The system is a generative AI that produced a synthetic deepfake video, and although it is not a prohibited practice or an Annex III election-influence system, Article 50 transparency applies to deepfake generation.",False
S066,heldout,decomposed,qwen3827b,1,high,"{""art3_1"": ""yes"", ""art5"": ""no"", ""annex_i"": ""no"", ""annex_iii"": ""justice_democracy"", ""derogation"": ""does_not_apply"", ""profiling"": ""no"", ""art50"": ""yes""}","The generative deepfake system was developed and deployed by the Lincoln Project for a political attack ad intended to influence voters during an election cycle, placing it within Annex III democratic-process use with no Art. 6(3) derogation available.",False
S067,heldout,decomposed,qwen3827b,1,high,"{""art3_1"": ""yes"", ""art5"": ""no"", ""annex_i"": ""no"", ""annex_iii"": ""justice_democracy"", ""derogation"": ""does_not_apply"", ""profiling"": ""no"", ""art50"": ""yes""}","The AI voice-cloning system was developed and deployed by the same political actor to create a synthetic Trump voice for an attack ad intended to influence voters, placing it within Annex III election-influence use without a valid derogation.",False
S068,dev,decomposed,qwen3827b,1,high,"{""art3_1"": ""yes"", ""art5"": ""no"", ""annex_i"": ""no"", ""annex_iii"": ""justice_democracy"", ""derogation"": ""does_not_apply"", ""profiling"": ""no"", ""art50"": ""yes""}","The AI-generated political attack ad was deployed in an active electoral context to influence voters, placing it within Annex III's election-influence category without any applicable derogation.",False
S069,dev,decomposed,qwen3827b,1,transparency,"{""art3_1"": ""yes"", ""art5"": ""no"", ""annex_i"": ""no"", ""annex_iii"": ""none"", ""derogation"": ""not_applicable"", ""profiling"": ""not_applicable"", ""art50"": ""yes""}","ChatGPT/DALL-E 3 are general-purpose generative tools misused to create fake news; per the interpretive rule a general-purpose generator misused in a campaign does not fall within the justice_democracy area of Annex III, but they clearly qualify under Art. 50 as systems generating synthetic text and images, yielding transparency-tier risk.",False
S070,heldout,decomposed,qwen3827b,1,high,"{""art3_1"": ""yes"", ""art5"": ""no"", ""annex_i"": ""yes"", ""annex_iii"": ""none"", ""derogation"": ""not_applicable"", ""profiling"": ""not_applicable"", ""art50"": ""no""}","Tesla Autopilot is an AI system that functions as a safety component of a motor vehicle subject to Union harmonisation legislation and third-party conformity assessment, making it high-risk under Annex I.",False
S071,heldout,decomposed,qwen3827b,1,high,"{""art3_1"": ""yes"", ""art5"": ""no"", ""annex_i"": ""yes"", ""annex_iii"": ""none"", ""derogation"": ""not_applicable"", ""profiling"": ""not_applicable"", ""art50"": ""no""}","Tesla Autopilot is an AI-based driver-assistance safety component in a motor vehicle, a product type normally requiring third-party conformity assessment, so it is high-risk under the Annex I route.",False
S072,heldout,decomposed,qwen3827b,1,insufficient_information,"{""art3_1"": ""unclear"", ""art5"": ""no"", ""annex_i"": ""no"", ""annex_iii"": ""none"", ""derogation"": ""not_applicable"", ""profiling"": ""not_applicable"", ""art50"": ""unclear""}","The record states only that the cartel is 'using AI' to expand fraud and trafficking operations without specifying what the system is, what inputs/outputs it processes, its intended purpose, or how it interacts with users, making it impossible to run the classification test.",False
S073,heldout,decomposed,qwen3827b,1,high,"{""art3_1"": ""yes"", ""art5"": ""no"", ""annex_i"": ""no"", ""annex_iii"": ""essential_services"", ""derogation"": ""does_not_apply"", ""profiling"": ""yes"", ""art50"": ""no""}","The DWP system flags housing benefit claims for fraud investigation, an Annex III essential public-benefits use that is not saved by the Art. 6(3) derogation and profiles claimants, making it high-risk.",False
S074,dev,decomposed,qwen3827b,1,transparency,"{""art3_1"": ""yes"", ""art5"": ""no"", ""annex_i"": ""no"", ""annex_iii"": ""none"", ""derogation"": ""not_applicable"", ""profiling"": ""not_applicable"", ""art50"": ""yes""}","The system is a deepfake generator producing synthetic audio and video, and absent evidence that it was built or deployed specifically to influence elections, it falls under Article 50 transparency obligations rather than a higher risk tier.",False
S075,heldout,decomposed,qwen3827b,1,transparency,"{""art3_1"": ""yes"", ""art5"": ""no"", ""annex_i"": ""no"", ""annex_iii"": ""none"", ""derogation"": ""not_applicable"", ""profiling"": ""not_applicable"", ""art50"": ""yes""}","Grok is an AI chatbot that interacts directly with natural persons and generates synthetic text, but the record does not show it is prohibited, Annex I high-risk, or within an Annex III use case, so Article 50 transparency applies.",False
S076,dev,decomposed,qwen3827b,1,transparency,"{""art3_1"": ""yes"", ""art5"": ""no"", ""annex_i"": ""no"", ""annex_iii"": ""none"", ""derogation"": ""not_applicable"", ""profiling"": ""not_applicable"", ""art50"": ""yes""}","This is a face-swap/deepfake video generator (Face2Face/Zao-type) that infers and produces synthetic video superimposing a person's face onto pornographic scenes, squarely falling within Art. 50(2)'s marking obligation for AI generating synthetic video including deep fakes, with no Annex III area or other tier applicable.",False
S077,heldout,decomposed,qwen3827b,1,transparency,"{""art3_1"": ""yes"", ""art5"": ""no"", ""annex_i"": ""no"", ""annex_iii"": ""none"", ""derogation"": ""not_applicable"", ""profiling"": ""not_applicable"", ""art50"": ""yes""}","The system is a generative AI nudification app that creates synthetic deepfake images, so it is an AI system outside Annex I and Annex III but subject to Article 50 transparency obligations.",False
S078,heldout,decomposed,qwen3827b,1,prohibited,"{""art3_1"": ""yes"", ""art5"": ""yes"", ""annex_i"": ""no"", ""annex_iii"": ""none"", ""derogation"": ""not_applicable"", ""profiling"": ""not_applicable"", ""art50"": ""yes""}","The system was used to generate realistic synthetic executive video and audio to impersonate decision-makers and materially distort business conduct into transferring funds, constituting a purposefully deceptive manipulation practice causing significant harm under Art. 5(1)(a).",False
S079,dev,decomposed,qwen3827b,1,transparency,"{""art3_1"": ""yes"", ""art5"": ""no"", ""annex_i"": ""no"", ""annex_iii"": ""none"", ""derogation"": ""not_applicable"", ""profiling"": ""not_applicable"", ""art50"": ""yes""}","The AI-generated Nazi propaganda content (Hitler speeches, imagery, music) is a synthetic media generator that does not fall under any Annex III area or Annex I product category, but qualifies for Art. 50 transparency obligations as a system generating synthetic audio, image, and video.",False
S080,heldout,decomposed,qwen3827b,1,transparency,"{""art3_1"": ""yes"", ""art5"": ""no"", ""annex_i"": ""no"", ""annex_iii"": ""none"", ""derogation"": ""not_applicable"", ""profiling"": ""not_applicable"", ""art50"": ""yes""}","The AI-generated radio presenters are an inferential generative system, not a prohibited or Annex III high-risk use, but they generate synthetic media and therefore fall under Article 50 transparency obligations.",False
S081,dev,decomposed,qwen3827b,1,high,"{""art3_1"": ""yes"", ""art5"": ""no"", ""annex_i"": ""no"", ""annex_iii"": ""law_enforcement"", ""derogation"": ""does_not_apply"", ""profiling"": ""no"", ""art50"": ""no""}","The system is an AI-based law-enforcement tool used to detect a traffic violation and support a fine, placing it within Annex III law enforcement without a qualifying Art. 6(3) derogation.",False
S082,heldout,decomposed,qwen3827b,1,high,"{""art3_1"": ""yes"", ""art5"": ""no"", ""annex_i"": ""no"", ""annex_iii"": ""essential_services"", ""derogation"": ""does_not_apply"", ""profiling"": ""yes"", ""art50"": ""no""}","The machine-learning system is a public-authority tool for assessing eligibility for a utility discount, an Annex III essential-services use that evaluates customers' financial vulnerability and has no evidence of a limited derogation role.",False
S083,dev,decomposed,qwen3827b,1,prohibited,"{""art3_1"": ""yes"", ""art5"": ""yes"", ""annex_i"": ""no"", ""annex_iii"": ""none"", ""derogation"": ""not_applicable"", ""profiling"": ""not_applicable"", ""art50"": ""yes""}","The deepfake system was deployed to create a fictitious identity in a purposefully deceptive romance-based fraud that materially distorted the victim's decisions and caused significant financial harm, and it also generates synthetic media under Article 50.",False
S084,dev,decomposed,qwen3827b,1,prohibited,"{""art3_1"": ""yes"", ""art5"": ""yes"", ""annex_i"": ""no"", ""annex_iii"": ""none"", ""derogation"": ""not_applicable"", ""profiling"": ""no"", ""art50"": ""yes""}","The deepfake system was used to create false expert endorsements that purposefully deceive consumers about health products and materially distort their decision-making, bringing it within Article 5(1)(a).",False
S085,heldout,decomposed,qwen3827b,1,prohibited,"{""art3_1"": ""yes"", ""art5"": ""yes"", ""annex_i"": ""no"", ""annex_iii"": ""none"", ""derogation"": ""not_applicable"", ""profiling"": ""not_applicable"", ""art50"": ""yes""}","The AI-generated deepfake impersonated a prime minister to promote crypto investments to vulnerable superannuitants, a purposefully deceptive technique that materially distorted their decisions and caused significant harm, triggering Article 5.",False
S086,heldout,decomposed,qwen3827b,1,transparency,"{""art3_1"": ""yes"", ""art5"": ""no"", ""annex_i"": ""no"", ""annex_iii"": ""none"", ""derogation"": ""not_applicable"", ""profiling"": ""not_applicable"", ""art50"": ""yes""}","An AI-generated phishing email (synthetic text with fake letterhead/signature) used by scammers to impersonate a town official and extract money falls outside all Annex III areas and is not prohibited, but as a system generating synthetic text and imagery it triggers Art. 50 transparency obligations.",False
S087,heldout,decomposed,qwen3827b,1,prohibited,"{""art3_1"": ""yes"", ""art5"": ""yes"", ""annex_i"": ""no"", ""annex_iii"": ""none"", ""derogation"": ""not_applicable"", ""profiling"": ""not_applicable"", ""art50"": ""yes""}","The AI-generated deepfake celebrity investment video is a purposefully deceptive technique materially distorting behaviour and likely causing significant harm, so it falls under Article 5(1)(a), while Art. 50 transparency also applies independently.",False
S088,heldout,decomposed,qwen3827b,1,prohibited,"{""art3_1"": ""yes"", ""art5"": ""yes"", ""annex_i"": ""no"", ""annex_iii"": ""none"", ""derogation"": ""not_applicable"", ""profiling"": ""no"", ""art50"": ""yes""}","The deepfake image-generation system was used to impersonate wealthy women as a purposefully deceptive manipulation that materially distorted victims' financial decisions and caused significant harm, triggering Article 5(1)(a).",False
S089,dev,decomposed,qwen3827b,1,transparency,"{""art3_1"": ""yes"", ""art5"": ""no"", ""annex_i"": ""no"", ""annex_iii"": ""none"", ""derogation"": ""not_applicable"", ""profiling"": ""not_applicable"", ""art50"": ""yes""}","The system appears to be an AI synthetic-audio generator used to create misleading political content, but without evidence that the system itself was designed or configured for prohibited manipulation or an Annex III purpose, its main classification is transparency because it generates synthetic audio.",False
S090,heldout,decomposed,qwen3827b,1,high,"{""art3_1"": ""yes"", ""art5"": ""no"", ""annex_i"": ""yes"", ""annex_iii"": ""none"", ""derogation"": ""not_applicable"", ""profiling"": ""not_applicable"", ""art50"": ""no""}","The Full Self-Driving system is an AI safety component in a motor vehicle, a product type normally requiring third-party conformity assessment, placing it in the high-risk tier under Annex I.",False
S091,heldout,decomposed,qwen3827b,1,prohibited,"{""art3_1"": ""yes"", ""art5"": ""yes"", ""annex_i"": ""no"", ""annex_iii"": ""none"", ""derogation"": ""not_applicable"", ""profiling"": ""not_applicable"", ""art50"": ""yes""}","The record describes AI-driven romance scams using synthetic audio and deepfake deception to materially distort victims’ informed decision-making and cause significant financial harm, placing the system within the Art. 5(1) prohibited manipulative/deceptive category.",False
S092,heldout,decomposed,qwen3827b,1,transparency,"{""art3_1"": ""yes"", ""art5"": ""no"", ""annex_i"": ""no"", ""annex_iii"": ""none"", ""derogation"": ""not_applicable"", ""profiling"": ""not_applicable"", ""art50"": ""yes""}","The systems are general-purpose chatbots intended for conversational text generation, not for election/voting influence or another Annex III use, so the Art. 50 transparency tier applies because they interact directly with natural persons.",False
S093,dev,decomposed,qwen3827b,1,transparency,"{""art3_1"": ""yes"", ""art5"": ""no"", ""annex_i"": ""no"", ""annex_iii"": ""none"", ""derogation"": ""not_applicable"", ""profiling"": ""not_applicable"", ""art50"": ""yes""}","Captions is a generative AI tool that creates synthetic avatars/scripted influencer content, not an Annex I safety component or Annex III use, and the record does not establish that the system itself was designed to deploy prohibited manipulative or deceptive techniques; it therefore triggers Article 50 transparency obligations for synthetic media.",False
S094,heldout,decomposed,qwen3827b,1,transparency,"{""art3_1"": ""yes"", ""art5"": ""no"", ""annex_i"": ""no"", ""annex_iii"": ""none"", ""derogation"": ""not_applicable"", ""profiling"": ""not_applicable"", ""art50"": ""yes""}","The AI-powered news platform is an AI content generator, not a prohibited or Annex III system, but its generation of synthetic text triggers Article 50 transparency obligations.",False
S095,heldout,decomposed,qwen3827b,1,transparency,"{""art3_1"": ""yes"", ""art5"": ""no"", ""annex_i"": ""no"", ""annex_iii"": ""none"", ""derogation"": ""not_applicable"", ""profiling"": ""not_applicable"", ""art50"": ""yes""}","A general-purpose generative AI system used by scammers to create fake documents, cloned websites, and deepfakes is not prohibited or Annex III high-risk, but it is a synthetic-content generator subject to Article 50 transparency.",False
S096,heldout,decomposed,qwen3827b,1,transparency,"{""art3_1"": ""yes"", ""art5"": ""no"", ""annex_i"": ""no"", ""annex_iii"": ""none"", ""derogation"": ""not_applicable"", ""profiling"": ""not_applicable"", ""art50"": ""yes""}","The deepfake/synthetic media generator is an AI system not shown to fall under a prohibited practice or Annex III, but it generates synthetic audio and video, triggering Article 50 transparency obligations.",False
S097,heldout,decomposed,qwen3827b,1,transparency,"{""art3_1"": ""yes"", ""art5"": ""no"", ""annex_i"": ""no"", ""annex_iii"": ""none"", ""derogation"": ""not_applicable"", ""profiling"": ""not_applicable"", ""art50"": ""yes""}","The Cursor support bot is an AI chatbot that directly interacts with natural persons and generates text, but it is not a prohibited practice, an Annex I regulated product, or an Annex III high-risk use, so it falls under Article 50 transparency obligations.",False
S098,heldout,decomposed,qwen3827b,1,transparency,"{""art3_1"": ""yes"", ""art5"": ""no"", ""annex_i"": ""no"", ""annex_iii"": ""none"", ""derogation"": ""not_applicable"", ""profiling"": ""not_applicable"", ""art50"": ""yes""}","The system is a deepfake synthetic video/audio generator, not an Annex I product or Annex III use, and the record does not establish a prohibited Art. 5 manipulative design, so Art. 50 transparency for deep fakes applies.",False
S099,heldout,decomposed,qwen3827b,1,transparency,"{""art3_1"": ""yes"", ""art5"": ""no"", ""annex_i"": ""no"", ""annex_iii"": ""none"", ""derogation"": ""not_applicable"", ""profiling"": ""not_applicable"", ""art50"": ""yes""}","Claude is an AI system that generates text, and while its use by private counsel to prepare expert testimony and legal citations is not an Annex III high-risk judicial-authority use, it is a transparency-tier generative AI system.",False
S100,dev,decomposed,qwen3827b,1,minimal,"{""art3_1"": ""yes"", ""art5"": ""no"", ""annex_i"": ""no"", ""annex_iii"": ""none"", ""derogation"": ""not_applicable"", ""profiling"": ""not_applicable"", ""art50"": ""no""}","The aerial-imagery system used by insurers to flag property-risk issues such as overhanging trees or roof conditions is an AI system, but it is not a prohibited practice, not an Annex I safety component, and homeowners property-insurance risk assessment is not within the Annex III life/health insurance category, so it remains minimal-risk.",False
S101,heldout,decomposed,qwen3827b,1,transparency,"{""art3_1"": ""yes"", ""art5"": ""no"", ""annex_i"": ""no"", ""annex_iii"": ""none"", ""derogation"": ""not_applicable"", ""profiling"": ""not_applicable"", ""art50"": ""yes""}","A general-purpose image generation tool was misused by separate actors to create a political deepfake in a conflict context, not an election or voting scenario, so it falls outside Annex III but squarely triggers Art. 50 transparency as a synthetic-image generator.",False
S102,heldout,decomposed,qwen3827b,1,transparency,"{""art3_1"": ""yes"", ""art5"": ""no"", ""annex_i"": ""no"", ""annex_iii"": ""none"", ""derogation"": ""not_applicable"", ""profiling"": ""not_applicable"", ""art50"": ""yes""}","The incident involves an AI-generated deepfake synthetic video/audio, not an Annex I or Annex III high-risk use, and the record does not establish a prohibited manipulative practice, so it falls under Article 50 transparency obligations.",False
S103,heldout,decomposed,qwen3827b,1,transparency,"{""art3_1"": ""yes"", ""art5"": ""no"", ""annex_i"": ""no"", ""annex_iii"": ""none"", ""derogation"": ""not_applicable"", ""profiling"": ""not_applicable"", ""art50"": ""yes""}","The incident describes generative deepfake video/audio used in phishing, but the record does not show the system itself was designed or configured as a prohibited manipulative technique, and it is outside Annex I and III, leaving it subject to Article 50 synthetic-content transparency.",False
S104,heldout,decomposed,qwen3827b,1,transparency,"{""art3_1"": ""yes"", ""art5"": ""no"", ""annex_i"": ""no"", ""annex_iii"": ""none"", ""derogation"": ""not_applicable"", ""profiling"": ""not_applicable"", ""art50"": ""yes""}","The deepfake video/audio generator is an AI system outside any Annex III area and not an Annex I product, but it qualifies for Art. 50 transparency obligations because it generates synthetic video content (deepfakes), placing it in the transparency tier.",False
S105,heldout,decomposed,qwen3827b,1,transparency,"{""art3_1"": ""yes"", ""art5"": ""no"", ""annex_i"": ""no"", ""annex_iii"": ""none"", ""derogation"": ""not_applicable"", ""profiling"": ""not_applicable"", ""art50"": ""yes""}","Veo 3 is an AI video generator that produced a synthetic deepfake video, but the general-purpose system was not itself a prohibited or Annex III high-risk use, so it falls under Article 50 transparency obligations for synthetic media.",False
S106,heldout,decomposed,qwen3827b,1,transparency,"{""art3_1"": ""yes"", ""art5"": ""no"", ""annex_i"": ""no"", ""annex_iii"": ""none"", ""derogation"": ""not_applicable"", ""profiling"": ""not_applicable"", ""art50"": ""yes""}","The hidden-prompt incident involves an LLM-based tool that generates synthetic peer-review text, but it is not an Annex III high-risk system and not a prohibited manipulative AI system, so it falls under Art. 50 transparency.",False
S107,heldout,decomposed,qwen3827b,1,transparency,"{""art3_1"": ""yes"", ""art5"": ""no"", ""annex_i"": ""no"", ""annex_iii"": ""none"", ""derogation"": ""not_applicable"", ""profiling"": ""not_applicable"", ""art50"": ""yes""}","ChatGPT is an AI chatbot and synthetic text generator, but its private legal-research use does not fall within Annex I or Annex III, leaving Art. 50 transparency as the applicable tier.",False
S108,heldout,decomposed,qwen3827b,1,transparency,"{""art3_1"": ""yes"", ""art5"": ""no"", ""annex_i"": ""no"", ""annex_iii"": ""none"", ""derogation"": ""not_applicable"", ""profiling"": ""not_applicable"", ""art50"": ""yes""}","The system is a synthetic media/deepfake generator rather than an Annex I product or Annex III high-risk use, and Art. 50 transparency applies because it generates synthetic video/audio content that can constitute deepfakes.",False
S109,dev,decomposed,qwen3827b,1,transparency,"{""art3_1"": ""yes"", ""art5"": ""no"", ""annex_i"": ""no"", ""annex_iii"": ""none"", ""derogation"": ""not_applicable"", ""profiling"": ""not_applicable"", ""art50"": ""yes""}","The alleged face-swap/deepfake tool is an AI system that generates synthetic facial image or video, but its criminal misuse to defeat a payment platform's biometric authentication does not make it a prohibited or Annex III biometric-identification system.",False
S110,heldout,decomposed,qwen3827b,1,high,"{""art3_1"": ""yes"", ""art5"": ""no"", ""annex_i"": ""yes"", ""annex_iii"": ""none"", ""derogation"": ""not_applicable"", ""profiling"": ""not_applicable"", ""art50"": ""yes""}","Med-Gemini is a healthcare generative AI whose intended purpose is to produce diagnostic or clinical content for medical users, so in the EU it would be a medical device requiring third-party conformity assessment and is therefore high-risk under Annex I, while also falling within Article 50 transparency due to text generation.",False
S111,dev,decomposed,qwen3827b,1,transparency,"{""art3_1"": ""yes"", ""art5"": ""no"", ""annex_i"": ""no"", ""annex_iii"": ""none"", ""derogation"": ""not_applicable"", ""profiling"": ""not_applicable"", ""art50"": ""yes""}","The incident concerns general-purpose LLM chatbots that interact with users and generate content, but the intended purpose is not an Annex III high-risk use, so the applicable tier is Art. 50 transparency.",False
S112,dev,decomposed,qwen3827b,1,transparency,"{""art3_1"": ""yes"", ""art5"": ""no"", ""annex_i"": ""no"", ""annex_iii"": ""none"", ""derogation"": ""not_applicable"", ""profiling"": ""not_applicable"", ""art50"": ""yes""}","The malicious npm package is a misuse scenario, but the underlying AI coding agents are non-prohibited, non-Annex I/III AI systems whose interactive and generative nature triggers Article 50 transparency obligations.",False
S113,heldout,decomposed,qwen3827b,1,transparency,"{""art3_1"": ""yes"", ""art5"": ""no"", ""annex_i"": ""no"", ""annex_iii"": ""none"", ""derogation"": ""not_applicable"", ""profiling"": ""not_applicable"", ""art50"": ""yes""}","The integrated LLM is an AI system that generates synthetic text commands, but the record does not place it in an Annex III use case, so it falls under Art. 50 transparency rather than a higher tier.",False
S114,heldout,decomposed,qwen3827b,1,transparency,"{""art3_1"": ""yes"", ""art5"": ""no"", ""annex_i"": ""no"", ""annex_iii"": ""none"", ""derogation"": ""not_applicable"", ""profiling"": ""not_applicable"", ""art50"": ""yes""}","The system is a generative deepfake ad tool: it is not an Annex I product or Annex III use, but Art. 50 transparency applies because it generates synthetic audio/image/video content.",False
S115,heldout,decomposed,qwen3827b,1,transparency,"{""art3_1"": ""yes"", ""art5"": ""no"", ""annex_i"": ""no"", ""annex_iii"": ""none"", ""derogation"": ""not_applicable"", ""profiling"": ""not_applicable"", ""art50"": ""yes""}","The system is a generative deepfake video tool used in a fraud campaign, but the record does not establish a narrowly prohibited Art. 5 manipulative technique; as it generates synthetic video, it triggers Art. 50 transparency.",False
S116,dev,decomposed,qwen3827b,1,transparency,"{""art3_1"": ""yes"", ""art5"": ""no"", ""annex_i"": ""no"", ""annex_iii"": ""none"", ""derogation"": ""not_applicable"", ""profiling"": ""not_applicable"", ""art50"": ""yes""}","The record shows an AI generative deepfake tool used to create fraudulent synthetic videos, not an Annex I product or Annex III use and not clearly a prohibited manipulative technique, so the applicable tier is Art. 50 transparency.",False
S117,dev,decomposed,qwen3827b,1,transparency,"{""art3_1"": ""yes"", ""art5"": ""no"", ""annex_i"": ""no"", ""annex_iii"": ""none"", ""derogation"": ""not_applicable"", ""profiling"": ""not_applicable"", ""art50"": ""yes""}","The system was a generative large language model that produced synthetic text for a news article, and because the fabricated quotes reflect hallucination rather than a prohibited manipulative technique or an Annex III high-risk use, it is best classified as an Article 50 transparency-tier synthetic-text AI system.",False
S118,heldout,decomposed,qwen3827b,1,transparency,"{""art3_1"": ""yes"", ""art5"": ""unclear"", ""annex_i"": ""no"", ""annex_iii"": ""none"", ""derogation"": ""not_applicable"", ""profiling"": ""not_applicable"", ""art50"": ""yes""}","The record shows generative AI used to create deceptive phishing-like communications, but not enough to establish an Art. 5 prohibited practice, while the system generates synthetic text and can therefore fall under Art. 50 transparency obligations.",False
