model,sample_id,step,reference,prediction,missing,match,final_match
haiku45,S143,art50,yes,yes,False,True,False
haiku45,S144,art5,no,no,False,True,False
haiku45,S144,annex_i,no,no,False,True,False
haiku45,S144,annex_iii,none,employment,False,False,False
haiku45,S144,derogation,not_applicable,does_not_apply,False,False,False
haiku45,S144,profiling,not_applicable,unclear,False,False,False
haiku45,S144,art50,no,no,False,True,False
haiku45,S145,art5,no,unclear,False,False,True
haiku45,S145,annex_i,no,no,False,True,True
haiku45,S145,annex_iii,none,none,False,True,True
haiku45,S145,derogation,not_applicable,not_applicable,False,True,True
haiku45,S145,profiling,not_applicable,not_applicable,False,True,True
haiku45,S145,art50,yes,yes,False,True,True
haiku45,S146,art5,no,no,False,True,True
haiku45,S146,annex_i,yes,yes,False,True,True
haiku45,S146,annex_iii,none,not_applicable,False,False,True
haiku45,S146,derogation,not_applicable,not_applicable,False,True,True
haiku45,S146,profiling,not_applicable,not_applicable,False,True,True
haiku45,S146,art50,no,no,False,True,True
haiku45,S147,art5,no,unclear,False,False,True
haiku45,S147,annex_i,no,no,False,True,True
haiku45,S147,annex_iii,none,none,False,True,True
haiku45,S147,derogation,not_applicable,not_applicable,False,True,True
haiku45,S147,profiling,not_applicable,not_applicable,False,True,True
haiku45,S147,art50,yes,yes,False,True,True
haiku45,S148,art5,no,unclear,False,False,True
haiku45,S148,annex_i,no,no,False,True,True
haiku45,S148,annex_iii,none,none,False,True,True
haiku45,S148,derogation,not_applicable,not_applicable,False,True,True
haiku45,S148,profiling,not_applicable,not_applicable,False,True,True
haiku45,S148,art50,yes,yes,False,True,True
haiku45,S149,art5,no,unclear,False,False,True
haiku45,S149,annex_i,no,no,False,True,True
haiku45,S149,annex_iii,none,none,False,True,True
haiku45,S149,derogation,not_applicable,not_applicable,False,True,True
haiku45,S149,profiling,not_applicable,not_applicable,False,True,True
haiku45,S149,art50,yes,yes,False,True,True
haiku45,S150,art5,no,no,False,True,True
haiku45,S150,annex_i,no,no,False,True,True
haiku45,S150,annex_iii,none,none,False,True,True
haiku45,S150,derogation,not_applicable,not_applicable,False,True,True
haiku45,S150,profiling,not_applicable,not_applicable,False,True,True
haiku45,S150,art50,yes,yes,False,True,True
kimi25,S001,art5,no,no,False,True,True
kimi25,S001,annex_i,no,no,False,True,True
kimi25,S001,annex_iii,none,none,False,True,True
kimi25,S001,derogation,not_applicable,not_applicable,False,True,True
kimi25,S001,profiling,not_applicable,not_applicable,False,True,True
kimi25,S001,art50,no,no,False,True,True
kimi25,S002,art5,no,no,False,True,True
kimi25,S002,annex_i,no,no,False,True,True
kimi25,S002,annex_iii,none,none,False,True,True
kimi25,S002,derogation,not_applicable,not_applicable,False,True,True
kimi25,S002,profiling,not_applicable,not_applicable,False,True,True
kimi25,S002,art50,yes,yes,False,True,True
kimi25,S003,art5,no,no,False,True,True
kimi25,S003,annex_i,no,no,False,True,True
kimi25,S003,annex_iii,none,none,False,True,True
kimi25,S003,derogation,not_applicable,not_applicable,False,True,True
kimi25,S003,profiling,not_applicable,not_applicable,False,True,True
kimi25,S003,art50,yes,yes,False,True,True
kimi25,S004,art5,no,no,False,True,True
kimi25,S004,annex_i,no,no,False,True,True
kimi25,S004,annex_iii,none,none,False,True,True
kimi25,S004,derogation,not_applicable,not_applicable,False,True,True
kimi25,S004,profiling,not_applicable,not_applicable,False,True,True
kimi25,S004,art50,yes,yes,False,True,True
kimi25,S005,art5,no,no,False,True,True
kimi25,S005,annex_i,no,unclear,False,False,True
kimi25,S005,annex_iii,migration,migration,False,True,True
kimi25,S005,derogation,does_not_apply,does_not_apply,False,True,True
kimi25,S005,profiling,no,no,False,True,True
kimi25,S005,art50,no,unclear,False,False,True
kimi25,S006,art5,no,no,False,True,True
kimi25,S006,annex_i,no,no,False,True,True
kimi25,S006,annex_iii,essential_services,essential_services,False,True,True
kimi25,S006,derogation,does_not_apply,not_applicable,False,False,True
kimi25,S006,profiling,yes,yes,False,True,True
kimi25,S006,art50,no,no,False,True,True
kimi25,S007,art5,no,no,False,True,True
kimi25,S007,annex_i,no,no,False,True,True
kimi25,S007,annex_iii,migration,migration,False,True,True
kimi25,S007,derogation,does_not_apply,does_not_apply,False,True,True
kimi25,S007,profiling,no,no,False,True,True
kimi25,S007,art50,no,no,False,True,True
kimi25,S008,art5,no,no,False,True,True
kimi25,S008,annex_i,yes,yes,False,True,True
kimi25,S008,annex_iii,none,none,False,True,True
kimi25,S008,derogation,not_applicable,not_applicable,False,True,True
kimi25,S008,profiling,not_applicable,not_applicable,False,True,True
kimi25,S008,art50,no,no,False,True,True
kimi25,S009,art5,no,no,False,True,True
kimi25,S009,annex_i,yes,yes,False,True,True
kimi25,S009,annex_iii,none,none,False,True,True
kimi25,S009,derogation,not_applicable,not_applicable,False,True,True
kimi25,S009,profiling,not_applicable,not_applicable,False,True,True
kimi25,S009,art50,no,no,False,True,True
kimi25,S010,art5,yes,yes,False,True,True
kimi25,S010,annex_i,no,no,False,True,True
kimi25,S010,annex_iii,biometrics,biometrics,False,True,True
kimi25,S010,derogation,not_applicable,not_applicable,False,True,True
kimi25,S010,profiling,not_applicable,not_applicable,False,True,True
kimi25,S010,art50,yes,yes,False,True,True
kimi25,S011,art5,no,yes,False,False,False
kimi25,S011,annex_i,no,no,False,True,False
kimi25,S011,annex_iii,biometrics,biometrics,False,True,False
kimi25,S011,derogation,does_not_apply,not_applicable,False,False,False
kimi25,S011,profiling,no,not_applicable,False,False,False
kimi25,S011,art50,no,yes,False,False,False
kimi25,S012,art5,no,no,False,True,True
kimi25,S012,annex_i,no,no,False,True,True
kimi25,S012,annex_iii,essential_services,essential_services,False,True,True
kimi25,S012,derogation,does_not_apply,does_not_apply,False,True,True
kimi25,S012,profiling,yes,yes,False,True,True
kimi25,S012,art50,no,no,False,True,True
kimi25,S013,art5,no,no,False,True,False
kimi25,S013,annex_i,no,no,False,True,False
kimi25,S013,annex_iii,law_enforcement,none,False,False,False
kimi25,S013,derogation,does_not_apply,not_applicable,False,False,False
kimi25,S013,profiling,no,not_applicable,False,False,False
kimi25,S013,art50,no,no,False,True,False
kimi25,S014,art5,no,no,False,True,True
kimi25,S014,annex_i,no,no,False,True,True
kimi25,S014,annex_iii,none,none,False,True,True
kimi25,S014,derogation,not_applicable,not_applicable,False,True,True
kimi25,S014,profiling,not_applicable,not_applicable,False,True,True
kimi25,S014,art50,no,no,False,True,True
kimi25,S015,art5,no,no,False,True,True
kimi25,S015,annex_i,no,no,False,True,True
kimi25,S015,annex_iii,none,none,False,True,True
kimi25,S015,derogation,not_applicable,not_applicable,False,True,True
kimi25,S015,profiling,not_applicable,not_applicable,False,True,True
kimi25,S015,art50,no,no,False,True,True
kimi25,S016,art5,no,no,False,True,True
kimi25,S016,annex_i,yes,yes,False,True,True
kimi25,S016,annex_iii,none,critical_infrastructure,False,False,True
kimi25,S016,derogation,not_applicable,not_applicable,False,True,True
kimi25,S016,profiling,not_applicable,not_applicable,False,True,True
kimi25,S016,art50,no,no,False,True,True
kimi25,S017,art5,no,no,False,True,False
kimi25,S017,annex_i,no,no,False,True,False
kimi25,S017,annex_iii,biometrics,none,False,False,False
kimi25,S017,derogation,does_not_apply,not_applicable,False,False,False
kimi25,S017,profiling,no,not_applicable,False,False,False
kimi25,S017,art50,no,no,False,True,False
kimi25,S018,art5,no,no,False,True,True
kimi25,S018,annex_i,no,no,False,True,True
kimi25,S018,annex_iii,none,none,False,True,True
kimi25,S018,derogation,not_applicable,not_applicable,False,True,True
kimi25,S018,profiling,not_applicable,not_applicable,False,True,True
kimi25,S018,art50,yes,yes,False,True,True
kimi25,S020,art5,no,no,False,True,True
kimi25,S020,annex_i,no,no,False,True,True
kimi25,S020,annex_iii,none,none,False,True,True
kimi25,S020,derogation,not_applicable,not_applicable,False,True,True
kimi25,S020,profiling,not_applicable,not_applicable,False,True,True
kimi25,S020,art50,no,no,False,True,True
kimi25,S021,art5,no,no,False,True,True
kimi25,S021,annex_i,no,no,False,True,True
kimi25,S021,annex_iii,migration,migration,False,True,True
kimi25,S021,derogation,does_not_apply,does_not_apply,False,True,True
kimi25,S021,profiling,yes,yes,False,True,True
kimi25,S021,art50,no,no,False,True,True
kimi25,S022,art5,no,no,False,True,True
kimi25,S022,annex_i,no,no,False,True,True
kimi25,S022,annex_iii,biometrics,law_enforcement,False,False,True
kimi25,S022,derogation,does_not_apply,not_applicable,False,False,True
kimi25,S022,profiling,no,no,False,True,True
kimi25,S022,art50,no,no,False,True,True
kimi25,S023,art5,no,no,False,True,True
kimi25,S023,annex_i,no,no,False,True,True
kimi25,S023,annex_iii,biometrics,biometrics,False,True,True
kimi25,S023,derogation,does_not_apply,does_not_apply,False,True,True
kimi25,S023,profiling,no,no,False,True,True
kimi25,S023,art50,no,no,False,True,True
kimi25,S024,art5,no,no,False,True,True
kimi25,S024,annex_i,no,no,False,True,True
kimi25,S024,annex_iii,none,none,False,True,True
kimi25,S024,derogation,not_applicable,not_applicable,False,True,True
kimi25,S024,profiling,not_applicable,not_applicable,False,True,True
kimi25,S024,art50,no,no,False,True,True
kimi25,S025,art5,yes,yes,False,True,True
kimi25,S025,annex_i,no,no,False,True,True
kimi25,S025,annex_iii,biometrics,law_enforcement,False,False,True
kimi25,S025,derogation,not_applicable,not_applicable,False,True,True
kimi25,S025,profiling,not_applicable,not_applicable,False,True,True
kimi25,S025,art50,no,no,False,True,True
kimi25,S027,art5,no,no,False,True,True
kimi25,S027,annex_i,no,no,False,True,True
kimi25,S027,annex_iii,migration,migration,False,True,True
kimi25,S027,derogation,does_not_apply,does_not_apply,False,True,True
kimi25,S027,profiling,yes,yes,False,True,True
kimi25,S027,art50,no,no,False,True,True
kimi25,S029,art5,no,no,False,True,True
kimi25,S029,annex_i,no,no,False,True,True
kimi25,S029,annex_iii,none,none,False,True,True
kimi25,S029,derogation,not_applicable,not_applicable,False,True,True
kimi25,S029,profiling,not_applicable,not_applicable,False,True,True
kimi25,S029,art50,yes,yes,False,True,True
kimi25,S030,art5,no,no,False,True,True
kimi25,S030,annex_i,yes,yes,False,True,True
kimi25,S030,annex_iii,none,none,False,True,True
kimi25,S030,derogation,not_applicable,not_applicable,False,True,True
kimi25,S030,profiling,not_applicable,not_applicable,False,True,True
kimi25,S030,art50,no,yes,False,False,True
kimi25,S031,art5,no,no,False,True,True
kimi25,S031,annex_i,no,no,False,True,True
kimi25,S031,annex_iii,biometrics,biometrics,False,True,True
kimi25,S031,derogation,does_not_apply,does_not_apply,False,True,True
kimi25,S031,profiling,yes,yes,False,True,True
kimi25,S031,art50,yes,yes,False,True,True
kimi25,S032,art5,unclear,no,False,False,True
kimi25,S032,annex_i,no,no,False,True,True
kimi25,S032,annex_iii,biometrics,law_enforcement,False,False,True
kimi25,S032,derogation,does_not_apply,does_not_apply,False,True,True
kimi25,S032,profiling,no,no,False,True,True
kimi25,S032,art50,no,no,False,True,True
kimi25,S033,art5,no,yes,False,False,False
kimi25,S033,annex_i,no,no,False,True,False
kimi25,S033,annex_iii,biometrics,law_enforcement,False,False,False
kimi25,S033,derogation,does_not_apply,not_applicable,False,False,False
kimi25,S033,profiling,no,yes,False,False,False
kimi25,S033,art50,no,yes,False,False,False
kimi25,S034,art5,no,no,False,True,True
kimi25,S034,annex_i,no,no,False,True,True
kimi25,S034,annex_iii,employment,employment,False,True,True
kimi25,S034,derogation,does_not_apply,does_not_apply,False,True,True
kimi25,S034,profiling,yes,yes,False,True,True
kimi25,S034,art50,no,no,False,True,True
kimi25,S035,art5,no,no,False,True,True
kimi25,S035,annex_i,no,no,False,True,True
kimi25,S035,annex_iii,none,none,False,True,True
kimi25,S035,derogation,not_applicable,not_applicable,False,True,True
kimi25,S035,profiling,not_applicable,not_applicable,False,True,True
kimi25,S035,art50,yes,yes,False,True,True
kimi25,S036,art5,no,no,False,True,True
kimi25,S036,annex_i,no,no,False,True,True
kimi25,S036,annex_iii,education,education,False,True,True
kimi25,S036,derogation,does_not_apply,does_not_apply,False,True,True
kimi25,S036,profiling,yes,yes,False,True,True
kimi25,S036,art50,no,yes,False,False,True
kimi25,S037,art5,no,no,False,True,True
kimi25,S037,annex_i,yes,yes,False,True,True
kimi25,S037,annex_iii,none,none,False,True,True
kimi25,S037,derogation,not_applicable,not_applicable,False,True,True
kimi25,S037,profiling,not_applicable,not_applicable,False,True,True
kimi25,S037,art50,no,no,False,True,True
kimi25,S038,art5,no,no,False,True,True
kimi25,S038,annex_i,no,no,False,True,True
kimi25,S038,annex_iii,none,none,False,True,True
kimi25,S038,derogation,not_applicable,not_applicable,False,True,True
kimi25,S038,profiling,not_applicable,not_applicable,False,True,True
kimi25,S038,art50,no,no,False,True,True
kimi25,S039,art5,no,no,False,True,True
kimi25,S039,annex_i,no,no,False,True,True
kimi25,S039,annex_iii,migration,migration,False,True,True
kimi25,S039,derogation,does_not_apply,does_not_apply,False,True,True
kimi25,S039,profiling,yes,yes,False,True,True
kimi25,S039,art50,no,no,False,True,True
kimi25,S040,art5,no,no,False,True,True
kimi25,S040,annex_i,no,no,False,True,True
kimi25,S040,annex_iii,none,none,False,True,True
kimi25,S040,derogation,not_applicable,not_applicable,False,True,True
kimi25,S040,profiling,not_applicable,not_applicable,False,True,True
kimi25,S040,art50,no,no,False,True,True
kimi25,S042,art5,no,no,False,True,True
kimi25,S042,annex_i,yes,yes,False,True,True
kimi25,S042,annex_iii,none,none,False,True,True
kimi25,S042,derogation,not_applicable,not_applicable,False,True,True
kimi25,S042,profiling,not_applicable,not_applicable,False,True,True
kimi25,S042,art50,no,no,False,True,True
kimi25,S043,art5,no,no,False,True,True
kimi25,S043,annex_i,no,no,False,True,True
kimi25,S043,annex_iii,migration,migration,False,True,True
kimi25,S043,derogation,does_not_apply,does_not_apply,False,True,True
kimi25,S043,profiling,no,yes,False,False,True
kimi25,S043,art50,no,yes,False,False,True
kimi25,S044,art5,no,no,False,True,True
kimi25,S044,annex_i,no,no,False,True,True
kimi25,S044,annex_iii,none,none,False,True,True
kimi25,S044,derogation,not_applicable,not_applicable,False,True,True
kimi25,S044,profiling,not_applicable,not_applicable,False,True,True
kimi25,S044,art50,yes,yes,False,True,True
kimi25,S045,art5,no,no,False,True,True
kimi25,S045,annex_i,no,no,False,True,True
kimi25,S045,annex_iii,none,none,False,True,True
kimi25,S045,derogation,not_applicable,not_applicable,False,True,True
kimi25,S045,profiling,not_applicable,not_applicable,False,True,True
kimi25,S045,art50,yes,yes,False,True,True
kimi25,S046,art5,no,no,False,True,True
kimi25,S046,annex_i,no,no,False,True,True
kimi25,S046,annex_iii,essential_services,essential_services,False,True,True
kimi25,S046,derogation,does_not_apply,does_not_apply,False,True,True
kimi25,S046,profiling,not_applicable,yes,False,False,True
kimi25,S046,art50,no,no,False,True,True
kimi25,S047,art5,no,no,False,True,True
kimi25,S047,annex_i,no,no,False,True,True
kimi25,S047,annex_iii,biometrics,biometrics,False,True,True
kimi25,S047,derogation,does_not_apply,does_not_apply,False,True,True
kimi25,S047,profiling,no,no,False,True,True
kimi25,S047,art50,no,no,False,True,True
kimi25,S048,art5,no,no,False,True,True
kimi25,S048,annex_i,no,no,False,True,True
kimi25,S048,annex_iii,none,none,False,True,True
kimi25,S048,derogation,not_applicable,not_applicable,False,True,True
kimi25,S048,profiling,not_applicable,not_applicable,False,True,True
kimi25,S048,art50,yes,yes,False,True,True
kimi25,S049,art5,no,no,False,True,True
kimi25,S049,annex_i,no,no,False,True,True
kimi25,S049,annex_iii,migration,migration,False,True,True
kimi25,S049,derogation,does_not_apply,does_not_apply,False,True,True
kimi25,S049,profiling,no,no,False,True,True
kimi25,S049,art50,yes,yes,False,True,True
kimi25,S050,art5,no,no,False,True,True
kimi25,S050,annex_i,yes,yes,False,True,True
kimi25,S050,annex_iii,none,critical_infrastructure,False,False,True
kimi25,S050,derogation,not_applicable,not_applicable,False,True,True
kimi25,S050,profiling,not_applicable,not_applicable,False,True,True
kimi25,S050,art50,no,no,False,True,True
kimi25,S051,art5,no,no,False,True,True
kimi25,S051,annex_i,no,no,False,True,True
kimi25,S051,annex_iii,essential_services,essential_services,False,True,True
kimi25,S051,derogation,does_not_apply,does_not_apply,False,True,True
kimi25,S051,profiling,yes,yes,False,True,True
kimi25,S051,art50,no,no,False,True,True
kimi25,S052,art5,no,no,False,True,True
kimi25,S052,annex_i,yes,yes,False,True,True
kimi25,S052,annex_iii,none,critical_infrastructure,False,False,True
kimi25,S052,derogation,not_applicable,not_applicable,False,True,True
kimi25,S052,profiling,not_applicable,not_applicable,False,True,True
kimi25,S052,art50,no,no,False,True,True
kimi25,S053,art5,unclear,no,False,False,True
kimi25,S053,annex_i,no,no,False,True,True
kimi25,S053,annex_iii,none,none,False,True,True
kimi25,S053,derogation,not_applicable,not_applicable,False,True,True
kimi25,S053,profiling,not_applicable,not_applicable,False,True,True
kimi25,S053,art50,yes,yes,False,True,True
kimi25,S054,art5,no,no,False,True,True
kimi25,S054,annex_i,no,no,False,True,True
kimi25,S054,annex_iii,employment,employment,False,True,True
kimi25,S054,derogation,does_not_apply,does_not_apply,False,True,True
kimi25,S054,profiling,yes,yes,False,True,True
kimi25,S054,art50,no,no,False,True,True
kimi25,S055,art5,no,no,False,True,True
kimi25,S055,annex_i,no,no,False,True,True
kimi25,S055,annex_iii,none,none,False,True,True
kimi25,S055,derogation,not_applicable,not_applicable,False,True,True
kimi25,S055,profiling,not_applicable,not_applicable,False,True,True
kimi25,S055,art50,no,no,False,True,True
kimi25,S056,art5,unclear,no,False,False,True
kimi25,S056,annex_i,no,no,False,True,True
kimi25,S056,annex_iii,none,none,False,True,True
kimi25,S056,derogation,not_applicable,not_applicable,False,True,True
kimi25,S056,profiling,not_applicable,not_applicable,False,True,True
kimi25,S056,art50,yes,yes,False,True,True
kimi25,S057,art5,no,no,False,True,True
kimi25,S057,annex_i,no,no,False,True,True
kimi25,S057,annex_iii,none,none,False,True,True
kimi25,S057,derogation,not_applicable,not_applicable,False,True,True
kimi25,S057,profiling,not_applicable,not_applicable,False,True,True
kimi25,S057,art50,yes,yes,False,True,True
kimi25,S058,art5,no,no,False,True,True
kimi25,S058,annex_i,no,no,False,True,True
kimi25,S058,annex_iii,none,none,False,True,True
kimi25,S058,derogation,not_applicable,not_applicable,False,True,True
kimi25,S058,profiling,not_applicable,not_applicable,False,True,True
kimi25,S058,art50,no,no,False,True,True
kimi25,S060,art5,no,no,False,True,True
kimi25,S060,annex_i,no,no,False,True,True
kimi25,S060,annex_iii,biometrics,biometrics,False,True,True
kimi25,S060,derogation,does_not_apply,does_not_apply,False,True,True
kimi25,S060,profiling,yes,yes,False,True,True
kimi25,S060,art50,no,no,False,True,True
kimi25,S061,art5,no,no,False,True,True
kimi25,S061,annex_i,no,no,False,True,True
kimi25,S061,annex_iii,biometrics,biometrics,False,True,True
kimi25,S061,derogation,does_not_apply,does_not_apply,False,True,True
kimi25,S061,profiling,yes,no,False,False,True
kimi25,S061,art50,no,no,False,True,True
kimi25,S062,art5,no,no,False,True,True
kimi25,S062,annex_i,yes,yes,False,True,True
kimi25,S062,annex_iii,none,none,False,True,True
kimi25,S062,derogation,not_applicable,not_applicable,False,True,True
kimi25,S062,profiling,not_applicable,not_applicable,False,True,True
kimi25,S062,art50,no,no,False,True,True
kimi25,S063,art5,no,no,False,True,True
kimi25,S063,annex_i,no,no,False,True,True
kimi25,S063,annex_iii,none,none,False,True,True
kimi25,S063,derogation,not_applicable,not_applicable,False,True,True
kimi25,S063,profiling,not_applicable,not_applicable,False,True,True
kimi25,S063,art50,yes,yes,False,True,True
kimi25,S064,art5,no,no,False,True,True
kimi25,S064,annex_i,no,no,False,True,True
kimi25,S064,annex_iii,none,none,False,True,True
kimi25,S064,derogation,not_applicable,not_applicable,False,True,True
kimi25,S064,profiling,not_applicable,not_applicable,False,True,True
kimi25,S064,art50,yes,yes,False,True,True
kimi25,S065,art5,no,no,False,True,True
kimi25,S065,annex_i,no,no,False,True,True
kimi25,S065,annex_iii,none,none,False,True,True
kimi25,S065,derogation,not_applicable,not_applicable,False,True,True
kimi25,S065,profiling,not_applicable,not_applicable,False,True,True
kimi25,S065,art50,yes,yes,False,True,True
kimi25,S066,art5,no,no,False,True,True
kimi25,S066,annex_i,no,no,False,True,True
kimi25,S066,annex_iii,justice_democracy,justice_democracy,False,True,True
kimi25,S066,derogation,does_not_apply,does_not_apply,False,True,True
kimi25,S066,profiling,no,no,False,True,True
kimi25,S066,art50,yes,yes,False,True,True
kimi25,S068,art5,no,no,False,True,True
kimi25,S068,annex_i,no,no,False,True,True
kimi25,S068,annex_iii,none,none,False,True,True
kimi25,S068,derogation,not_applicable,not_applicable,False,True,True
kimi25,S068,profiling,not_applicable,not_applicable,False,True,True
kimi25,S068,art50,yes,yes,False,True,True
kimi25,S069,art5,yes,no,False,False,False
kimi25,S069,annex_i,no,no,False,True,False
kimi25,S069,annex_iii,none,none,False,True,False
kimi25,S069,derogation,not_applicable,not_applicable,False,True,False
kimi25,S069,profiling,not_applicable,not_applicable,False,True,False
kimi25,S069,art50,yes,yes,False,True,False
kimi25,S070,art5,no,no,False,True,True
kimi25,S070,annex_i,yes,yes,False,True,True
kimi25,S070,annex_iii,none,none,False,True,True
kimi25,S070,derogation,not_applicable,not_applicable,False,True,True
kimi25,S070,profiling,not_applicable,not_applicable,False,True,True
kimi25,S070,art50,no,no,False,True,True
kimi25,S071,art5,no,no,False,True,True
kimi25,S071,annex_i,yes,yes,False,True,True
kimi25,S071,annex_iii,none,none,False,True,True
kimi25,S071,derogation,not_applicable,not_applicable,False,True,True
kimi25,S071,profiling,not_applicable,not_applicable,False,True,True
kimi25,S071,art50,no,no,False,True,True
kimi25,S072,art5,unclear,no,False,False,False
kimi25,S072,annex_i,unclear,no,False,False,False
kimi25,S072,annex_iii,unclear,none,False,False,False
kimi25,S072,derogation,unclear,not_applicable,False,False,False
kimi25,S072,profiling,unclear,not_applicable,False,False,False
kimi25,S072,art50,unclear,yes,False,False,False
kimi25,S073,art5,no,no,False,True,True
kimi25,S073,annex_i,no,no,False,True,True
kimi25,S073,annex_iii,essential_services,essential_services,False,True,True
kimi25,S073,derogation,does_not_apply,does_not_apply,False,True,True
kimi25,S073,profiling,yes,yes,False,True,True
kimi25,S073,art50,no,no,False,True,True
kimi25,S074,art5,no,no,False,True,True
kimi25,S074,annex_i,no,no,False,True,True
kimi25,S074,annex_iii,none,none,False,True,True
kimi25,S074,derogation,not_applicable,not_applicable,False,True,True
kimi25,S074,profiling,not_applicable,not_applicable,False,True,True
kimi25,S074,art50,yes,yes,False,True,True
kimi25,S075,art5,no,no,False,True,True
kimi25,S075,annex_i,no,no,False,True,True
kimi25,S075,annex_iii,none,none,False,True,True
kimi25,S075,derogation,not_applicable,not_applicable,False,True,True
kimi25,S075,profiling,not_applicable,not_applicable,False,True,True
kimi25,S075,art50,yes,yes,False,True,True
kimi25,S076,art5,no,no,False,True,True
kimi25,S076,annex_i,no,no,False,True,True
kimi25,S076,annex_iii,none,none,False,True,True
kimi25,S076,derogation,not_applicable,not_applicable,False,True,True
kimi25,S076,profiling,not_applicable,not_applicable,False,True,True
kimi25,S076,art50,yes,yes,False,True,True
kimi25,S077,art5,no,no,False,True,True
kimi25,S077,annex_i,no,no,False,True,True
kimi25,S077,annex_iii,none,none,False,True,True
kimi25,S077,derogation,not_applicable,not_applicable,False,True,True
kimi25,S077,profiling,not_applicable,not_applicable,False,True,True
kimi25,S077,art50,yes,yes,False,True,True
kimi25,S078,art5,no,no,False,True,True
kimi25,S078,annex_i,no,no,False,True,True
kimi25,S078,annex_iii,none,none,False,True,True
kimi25,S078,derogation,not_applicable,not_applicable,False,True,True
kimi25,S078,profiling,not_applicable,not_applicable,False,True,True
kimi25,S078,art50,yes,yes,False,True,True
kimi25,S079,art5,no,no,False,True,True
kimi25,S079,annex_i,no,no,False,True,True
kimi25,S079,annex_iii,none,none,False,True,True
kimi25,S079,derogation,not_applicable,not_applicable,False,True,True
kimi25,S079,profiling,not_applicable,not_applicable,False,True,True
kimi25,S079,art50,yes,yes,False,True,True
kimi25,S080,art5,no,no,False,True,True
kimi25,S080,annex_i,no,no,False,True,True
kimi25,S080,annex_iii,none,none,False,True,True
kimi25,S080,derogation,not_applicable,not_applicable,False,True,True
kimi25,S080,profiling,not_applicable,not_applicable,False,True,True
kimi25,S080,art50,yes,yes,False,True,True
kimi25,S081,art5,no,no,False,True,True
kimi25,S081,annex_i,no,no,False,True,True
kimi25,S081,annex_iii,law_enforcement,law_enforcement,False,True,True
kimi25,S081,derogation,does_not_apply,does_not_apply,False,True,True
kimi25,S081,profiling,yes,yes,False,True,True
kimi25,S081,art50,no,no,False,True,True
kimi25,S082,art5,no,no,False,True,True
kimi25,S082,annex_i,no,no,False,True,True
kimi25,S082,annex_iii,essential_services,essential_services,False,True,True
kimi25,S082,derogation,does_not_apply,does_not_apply,False,True,True
kimi25,S082,profiling,yes,yes,False,True,True
kimi25,S082,art50,no,no,False,True,True
kimi25,S083,art5,no,no,False,True,True
kimi25,S083,annex_i,no,no,False,True,True
kimi25,S083,annex_iii,none,none,False,True,True
kimi25,S083,derogation,not_applicable,not_applicable,False,True,True
kimi25,S083,profiling,not_applicable,not_applicable,False,True,True
kimi25,S083,art50,yes,yes,False,True,True
kimi25,S084,art5,no,no,False,True,True
kimi25,S084,annex_i,no,no,False,True,True
kimi25,S084,annex_iii,none,none,False,True,True
kimi25,S084,derogation,not_applicable,not_applicable,False,True,True
kimi25,S084,profiling,not_applicable,not_applicable,False,True,True
kimi25,S084,art50,yes,yes,False,True,True
kimi25,S085,art5,no,no,False,True,True
kimi25,S085,annex_i,no,no,False,True,True
kimi25,S085,annex_iii,none,none,False,True,True
kimi25,S085,derogation,not_applicable,not_applicable,False,True,True
kimi25,S085,profiling,not_applicable,not_applicable,False,True,True
kimi25,S085,art50,yes,yes,False,True,True
kimi25,S086,art5,no,no,False,True,True
kimi25,S086,annex_i,no,no,False,True,True
kimi25,S086,annex_iii,none,none,False,True,True
kimi25,S086,derogation,not_applicable,not_applicable,False,True,True
kimi25,S086,profiling,not_applicable,not_applicable,False,True,True
kimi25,S086,art50,yes,yes,False,True,True
kimi25,S087,art5,no,no,False,True,True
kimi25,S087,annex_i,no,no,False,True,True
kimi25,S087,annex_iii,none,none,False,True,True
kimi25,S087,derogation,not_applicable,not_applicable,False,True,True
kimi25,S087,profiling,not_applicable,not_applicable,False,True,True
kimi25,S087,art50,yes,yes,False,True,True
kimi25,S088,art5,no,no,False,True,True
kimi25,S088,annex_i,no,no,False,True,True
kimi25,S088,annex_iii,none,none,False,True,True
kimi25,S088,derogation,not_applicable,not_applicable,False,True,True
kimi25,S088,profiling,not_applicable,not_applicable,False,True,True
kimi25,S088,art50,yes,yes,False,True,True
kimi25,S089,art5,no,no,False,True,True
kimi25,S089,annex_i,no,no,False,True,True
kimi25,S089,annex_iii,none,none,False,True,True
kimi25,S089,derogation,not_applicable,not_applicable,False,True,True
kimi25,S089,profiling,not_applicable,not_applicable,False,True,True
kimi25,S089,art50,yes,yes,False,True,True
kimi25,S090,art5,no,no,False,True,True
kimi25,S090,annex_i,yes,yes,False,True,True
kimi25,S090,annex_iii,none,none,False,True,True
kimi25,S090,derogation,not_applicable,not_applicable,False,True,True
kimi25,S090,profiling,not_applicable,not_applicable,False,True,True
kimi25,S090,art50,no,no,False,True,True
kimi25,S091,art5,no,no,False,True,True
kimi25,S091,annex_i,no,no,False,True,True
kimi25,S091,annex_iii,none,none,False,True,True
kimi25,S091,derogation,not_applicable,not_applicable,False,True,True
kimi25,S091,profiling,not_applicable,not_applicable,False,True,True
kimi25,S091,art50,yes,yes,False,True,True
kimi25,S092,art5,unclear,no,False,False,True
kimi25,S092,annex_i,no,no,False,True,True
