ts,condition,model,run,sample_id,prompt_tokens,completion_tokens,cost_usd
1787949079,decomposed,gpt52,1,S126,,,
1787949080,decomposed,gpt52,1,S142,2133,385,0.00650195
1787949081,decomposed,gpt52,1,S141,2206,347,0.0060977
1787949082,decomposed,gpt52,1,S145,2187,167,0.00334285
1787949083,decomposed,gpt52,1,S140,2164,320,0.0056462
1787949084,decomposed,gpt52,1,S146,2164,298,0.0051366
1787949084,decomposed,gpt52,1,S143,2168,493,0.0080752
1787949085,decomposed,gpt52,1,S148,2212,290,0.0051086
1787949085,decomposed,gemini3f,1,S005,2120,125,0.001435
1787949086,decomposed,gemini3f,1,S007,2120,128,0.001444
1787949087,decomposed,gemini3f,1,S009,2158,124,0.001451
1787949087,decomposed,gemini3f,1,S008,2119,140,0.0014795
1787949087,decomposed,gemini3f,1,S010,2148,123,0.001443
1787949088,decomposed,gemini3f,1,S006,2141,124,0.0014425
1787949089,decomposed,gemini3f,1,S013,2214,142,0.001533
1787949090,decomposed,gemini3f,1,S015,2171,127,0.0014665
1787949090,decomposed,gemini3f,1,S016,2157,134,0.0014805
1787949091,decomposed,gemini3f,1,S011,2156,137,0.001489
1787949092,decomposed,gemini3f,1,S020,2129,123,0.0014335
1787949093,decomposed,gemini3f,1,S018,2139,143,0.0014985
1787949093,decomposed,gemini3f,1,S021,2196,124,0.00147
1787949093,decomposed,gemini3f,1,S014,2123,127,0.0014425
1787949094,decomposed,gpt52,1,S149,2180,497,0.0081522
1787949094,decomposed,gemini3f,1,S022,2154,137,0.001488
1787949094,decomposed,gpt52,1,S150,2123,191,0.00376845
1787949095,decomposed,gemini3f,1,S025,2134,146,0.001505
1787949095,decomposed,gemini3f,1,S023,2155,126,0.0014555
1787949095,decomposed,gemini3f,1,S028,2142,127,0.001452
1787949095,decomposed,gemini3f,1,S027,2140,132,0.001466
1787949096,decomposed,gemini3f,1,S029,2149,123,0.0014435
1787949096,decomposed,gemini3f,1,S026,2131,127,0.0014465
1787949096,decomposed,gemini3f,1,S030,2140,123,0.001439
1787949097,decomposed,gemini3f,1,S034,2156,127,0.001459
1787949097,decomposed,gemini3f,1,S031,2145,127,0.0014535
1787949097,decomposed,gemini3f,1,S033,2240,121,0.001483
1787949098,decomposed,gemini3f,1,S038,2141,140,0.0014905
1787949098,decomposed,gemini3f,1,S037,2146,125,0.001448
1787949098,decomposed,gemini3f,1,S035,2171,133,0.0014845
1787949098,decomposed,gemini3f,1,S041,2166,124,0.001455
1787949099,decomposed,gemini3f,1,S039,2242,122,0.001487
1787949099,decomposed,gemini3f,1,S047,2178,127,0.00147
1787949099,decomposed,gemini3f,1,S046,2151,130,0.0014655
1787949100,decomposed,gemini3f,1,S051,2154,126,0.001455
1787949101,decomposed,gemini3f,1,S052,2141,133,0.0014695
1787949101,decomposed,gemini3f,1,S055,2212,125,0.001481
1787949101,decomposed,gemini3f,1,S050,2144,134,0.001474
1787949102,decomposed,gemini3f,1,S058,2145,139,0.0014895
1787949102,decomposed,gemini3f,1,S054,2157,126,0.0014565
1787949102,decomposed,gemini3f,1,S057,2151,129,0.0014625
1787949103,decomposed,gemini3f,1,S062,2150,123,0.001444
1787949103,decomposed,gemini3f,1,S063,2208,128,0.001488
1787949103,decomposed,gemini3f,1,S060,2182,141,0.001514
1787949104,decomposed,gemini3f,1,S064,2160,134,0.001482
1787949104,decomposed,gemini3f,1,S066,2172,132,0.001482
1787949105,decomposed,gemini3f,1,S067,2200,139,0.001517
1787949105,decomposed,gemini3f,1,S070,2185,123,0.0014615
1787949105,decomposed,gemini3f,1,S072,2190,143,0.001524
1787949105,decomposed,gemini3f,1,S075,2202,135,0.001506
1787949106,decomposed,gemini3f,1,S073,2213,124,0.0014785
1787949107,decomposed,gemini3f,1,S085,2226,123,0.001482
1787949107,decomposed,gemini3f,1,S077,2262,128,0.001515
1787949107,decomposed,gemini3f,1,S082,2202,134,0.001503
1787949107,decomposed,gemini3f,1,S080,2215,122,0.0014735
1787949107,decomposed,gemini3f,1,S078,2196,139,0.001515
1787949107,decomposed,gemini3f,1,S071,2205,122,0.0014685
1787949109,decomposed,gemini3f,1,S090,2179,124,0.0014615
1787949109,decomposed,gemini3f,1,S091,2229,124,0.0014865
1787949110,decomposed,gemini3f,1,S092,2332,129,0.001553
1787949110,decomposed,gemini3f,1,S086,2223,131,0.0015045
1787949110,decomposed,gemini3f,1,S088,2245,125,0.0014975
1787949110,decomposed,gemini3f,1,S087,2241,133,0.0015195
1787949111,decomposed,gemini3f,1,S094,2219,124,0.0014815
1787949111,decomposed,gemini3f,1,S095,2210,128,0.001489
1787949111,decomposed,gemini3f,1,S096,2214,134,0.001509
1787949111,decomposed,gemini3f,1,S097,2200,123,0.001469
1787949112,decomposed,gemini3f,1,S099,2241,136,0.0015285
1787949113,decomposed,gemini3f,1,S103,2240,147,0.001561
1787949113,decomposed,gemini3f,1,S101,2264,124,0.001504
1787949113,decomposed,gemini3f,1,S102,2201,125,0.0014755
1787949113,decomposed,gemini3f,1,S104,2244,127,0.001503
1787949113,decomposed,gemini3f,1,S105,2229,156,0.0015825
1787949114,decomposed,gemini3f,1,S098,2275,128,0.0015215
1787949115,decomposed,gemini3f,1,S107,2237,136,0.0015265
1787949115,decomposed,gemini3f,1,S106,2218,127,0.00149
1787949115,decomposed,gemini3f,1,S108,2217,126,0.0014865
1787949115,decomposed,gemini3f,1,S113,2254,137,0.001538
1787949115,decomposed,gemini3f,1,S110,2214,139,0.001524
1787949116,decomposed,gemini3f,1,S114,2354,136,0.001585
1787949117,decomposed,gemini3f,1,S119,2215,127,0.0014885
1787949117,decomposed,gemini3f,1,S118,2243,126,0.0014995
1787949117,decomposed,gemini3f,1,S115,2210,132,0.001501
1787949117,decomposed,gemini3f,1,S120,2246,142,0.001549
1787949118,decomposed,gemini3f,1,S121,2226,132,0.001509
1787949119,decomposed,gemini3f,1,S124,2197,135,0.0015035
1787949119,decomposed,gemini3f,1,S126,2181,138,0.0015045
1787949119,decomposed,gemini3f,1,S125,2215,121,0.0014705
1787949120,decomposed,gemini3f,1,S127,2200,139,0.001517
1787949120,decomposed,gemini3f,1,S128,2273,126,0.0015145
1787949121,decomposed,gemini3f,1,S131,2275,123,0.0015065
1787949122,decomposed,gemini3f,1,S129,2220,126,0.001488
1787949122,decomposed,gemini3f,1,S135,2259,126,0.0015075
1787949122,decomposed,gemini3f,1,S134,2238,138,0.001533
1787949122,decomposed,gemini3f,1,S133,2223,137,0.0015225
1787949122,decomposed,gemini3f,1,S136,2247,127,0.0015045
1787949123,decomposed,gemini3f,1,S138,2218,125,0.001484
1787949123,decomposed,gemini3f,1,S140,2230,134,0.001517
1787949124,decomposed,gemini3f,1,S139,2231,136,0.0015235
1787949124,decomposed,gemini3f,1,S141,2268,125,0.001509
1787949125,decomposed,gemini3f,1,S143,2229,125,0.0014895
1787949125,decomposed,gemini3f,1,S145,2256,120,0.001488
1787949125,decomposed,gemini3f,1,S142,2201,147,0.0015415
1787949125,decomposed,gemini3f,1,S146,2228,134,0.001516
1787949126,decomposed,gemini3f,1,S149,2243,129,0.0015085
1787949126,decomposed,gemini3f,1,S148,2269,120,0.0014945
1787949127,decomposed,gemini3f,1,S150,2188,133,0.001493
1787949130,decomposed,gemma27b,1,S008,2132,139,0.00023311
1787949130,decomposed,gemini3f,1,S122,2249,124,0.0014965
1787949131,decomposed,gemma27b,1,S009,2171,127,0.00014891
1787949131,decomposed,gemma27b,1,S005,2133,130,0.00022914
1787949131,decomposed,gemma27b,1,S006,2154,130,0.0001489
1787949134,decomposed,gemma27b,1,S014,2136,129,0.00022893
1787949136,decomposed,gemma27b,1,S010,2161,131,0.00014991
1787949136,decomposed,gemma27b,1,S007,2133,124,0.00022644
1787949138,decomposed,gemma27b,1,S015,2184,140,0.0001558
1787949138,decomposed,gemma27b,1,S016,2170,124,0.00014748
1787949138,decomposed,gemma27b,1,S013,2227,137,0.00023981
1787949139,decomposed,gemma27b,1,S011,2168,123,0.000282592
1787949140,decomposed,gemma27b,1,S022,2163,121,0.0002526
1787949141,decomposed,gemma27b,1,S018,2152,125,0.00014649
1787949142,decomposed,gemma27b,1,S020,2142,126,0.00014614
1787949144,decomposed,gemma27b,1,S021,2209,126,0.0001515
1787949144,decomposed,gemma27b,1,S025,2147,127,0.00014699
1787949146,decomposed,gemma27b,1,S023,2167,122,0.000282273
1787949147,decomposed,gemma27b,1,S026,2140,126,0.00019136
1787949147,decomposed,gemma27b,1,S027,2153,123,0.00014567
1787949148,decomposed,gemma27b,1,S030,2153,138,0.00015242
1787949148,decomposed,gemma27b,1,S028,2155,130,0.00014898
1787949149,decomposed,gemma27b,1,S034,2165,124,0.0002537
1787949150,decomposed,gemma27b,1,S029,2162,129,0.00014909
1787949152,decomposed,gemma27b,1,S031,2158,127,0.00014787
1787949153,decomposed,gemma27b,1,S033,2253,132,0.00015772
1787949154,decomposed,gemma27b,1,S035,2184,126,0.0001495
1787949155,decomposed,gemma27b,1,S037,2159,131,0.00014975
1787949156,decomposed,gemma27b,1,S039,2255,129,0.00015653
1787949157,decomposed,gemma27b,1,S050,2153,124,0.0002525
1787949159,decomposed,gemma27b,1,S046,2164,131,0.00015015
1787949160,decomposed,gemma27b,1,S047,2191,138,0.00015546
1787949162,decomposed,gemma27b,1,S051,2167,132,0.00015084
1787949162,decomposed,gemma27b,1,S038,2154,126,0.0001471
1787949163,decomposed,gemma27b,1,S041,2175,149,0.00019784
1787949163,decomposed,gemma27b,1,S052,2154,120,0.0001444
1787949165,decomposed,gemma27b,1,S054,2170,131,0.00015063
1787949165,decomposed,gemma27b,1,S058,2158,129,0.00014877
1787949165,decomposed,gemma27b,1,S057,2164,125,0.00022937
1787949169,decomposed,gemma27b,1,S062,2163,128,0.00014872
1787949171,decomposed,gemma27b,1,S064,2173,129,0.00014997
1787949172,decomposed,gemma27b,1,S063,2220,137,0.00029158
1787949172,decomposed,gemma27b,1,S060,2195,120,0.000285205
1787949174,decomposed,gemma27b,1,S055,2225,131,0.00015503
1787949175,decomposed,gemma27b,1,S072,2203,139,0.00023879
1787949175,decomposed,gemma27b,1,S067,2213,132,0.00015452
1787949177,decomposed,gemma27b,1,S070,2198,127,0.00015107
1787949177,decomposed,gemma27b,1,S075,2215,131,0.00023615
1787949178,decomposed,gemma27b,1,S077,2275,141,0.00024545
1787949178,decomposed,gemma27b,1,S071,2218,132,0.00015492
1787949179,decomposed,gemma27b,1,S066,2185,133,0.00015273
1787949180,decomposed,gemma27b,1,S078,2209,131,0.00015375
1787949180,decomposed,gemma27b,1,S073,2226,141,0.00015961
1787949184,decomposed,gemma27b,1,S085,2239,130,0.0001557
1787949184,decomposed,gemma27b,1,S082,2215,136,0.00015648
1787949185,decomposed,gemma27b,1,S080,2228,129,0.00023629
1787949185,decomposed,gemma27b,1,S086,2236,129,0.00015501
1787949186,decomposed,gemma27b,1,S087,2254,134,0.0001587
1787949190,decomposed,gemma27b,1,S090,2192,137,0.00015509
1787949191,decomposed,gemma27b,1,S091,2242,142,0.00016134
1787949192,decomposed,gemma27b,1,S092,2344,129,0.000304736
1787949193,decomposed,gemma27b,1,S094,2232,155,0.00016639
1787949193,decomposed,gemma27b,1,S095,2223,142,0.00015982
1787949194,decomposed,gemma27b,1,S088,2258,129,0.00015677
1787949195,decomposed,gemma27b,1,S097,2213,135,0.00015587
1787949196,decomposed,gemma27b,1,S096,2227,131,0.00015519
1787949198,decomposed,gemma27b,1,S098,2288,127,0.00015827
1787949199,decomposed,gemma27b,1,S099,2254,135,0.00015915
1787949199,decomposed,gemma27b,1,S103,2253,134,0.00015862
1787949199,decomposed,gemma27b,1,S101,2277,136,0.00016144
1787949205,decomposed,gemma27b,1,S106,2231,128,0.00015416
1787949205,decomposed,gemma27b,1,S102,2214,136,0.0001564
1787949205,decomposed,gemma27b,1,S107,2250,131,0.00015703
1787949206,decomposed,gemma27b,1,S108,2230,135,0.00015723
1787949211,decomposed,gemma27b,1,S104,2257,130,0.00015714
1787949212,decomposed,gemma27b,1,S110,2226,136,0.000292094
1787949213,decomposed,gemma27b,1,S114,2367,139,0.00016999
1787949213,decomposed,gemma27b,1,S115,2223,137,0.00015757
1787949213,decomposed,gemma27b,1,S105,2242,141,0.00016089
1787949214,decomposed,gemma27b,1,S113,2263,137,0.0002674
1787949217,decomposed,gemma27b,1,S122,2260,125,0.00015513
1787949219,decomposed,gemma27b,1,S118,2256,131,0.00015751
1787949220,decomposed,gemma27b,1,S124,2210,131,0.00015383
1787949220,decomposed,gemma27b,1,S119,2228,150,0.00016382
1787949222,decomposed,gemma27b,1,S121,2239,135,0.00015795
1787949223,decomposed,gemma27b,1,S120,2259,156,0.000169
1787949224,decomposed,gemma27b,1,S129,2229,131,0.0002622
1787949226,decomposed,gemma27b,1,S125,2228,139,0.00015887
1787949228,decomposed,gemma27b,1,S126,2194,144,0.0001584
1787949229,decomposed,gemma27b,1,S127,2213,136,0.00015632
1787949229,decomposed,gemma27b,1,S128,2286,134,0.00016126
1787949233,decomposed,gemma27b,1,S134,2251,135,0.00015891
1787949234,decomposed,gemma27b,1,S133,2236,134,0.00015726
1787949235,decomposed,gemma27b,1,S135,2272,139,0.00016239
1787949235,decomposed,gemma27b,1,S138,2231,129,0.00015461
1787949236,decomposed,gemma27b,1,S136,2260,134,0.00015918
1787949237,decomposed,gemma27b,1,S131,2288,137,0.00016277
1787949241,decomposed,gemma27b,1,S140,2243,130,0.00015602
1787949241,decomposed,gemma27b,1,S139,2244,163,0.00017095
1787949241,decomposed,gemma27b,1,S142,2214,118,0.0001483
1787949242,decomposed,gemma27b,1,S141,2281,140,0.00016356
1787949244,decomposed,gemma27b,1,S143,2242,141,0.00016089
1787949244,decomposed,gemma27b,1,S145,2269,133,0.00015945
1787949247,decomposed,gemma27b,1,S146,2241,128,0.00015496
1787949248,decomposed,gemma27b,1,S148,2282,130,0.00015914
1787949248,decomposed,gemma27b,1,S149,2256,142,0.00016246
1787949249,decomposed,gemma27b,1,S150,2201,129,0.00015221
1787949267,decomposed,kimi25,1,S006,2089,3562,0.012954998
1787949276,decomposed,kimi25,1,S009,2114,2140,0.00611316
1787949283,decomposed,kimi25,1,S007,2064,2928,0.00902016
1787949284,decomposed,kimi25,1,S008,2068,3086,0.00864252
1787949295,decomposed,kimi25,1,S011,2102,2527,0.00715158
1787949304,decomposed,kimi25,1,S014,2069,1883,0.0059944
1787949314,decomposed,kimi25,1,S015,2117,2815,0.00793728
1787949315,decomposed,kimi25,1,S010,2101,3676,0.00846253
1787949322,decomposed,kimi25,1,S013,2165,3436,0.0096399
1787949323,decomposed,kimi25,1,S016,2106,2672,0.0083836
1787949335,decomposed,kimi25,1,S018,2084,2856,0.00803016
1787949345,decomposed,kimi25,1,S020,2080,2638,0.008266
1787949361,decomposed,kimi25,1,S005,2064,6336,0.0151848
1787949362,decomposed,kimi25,1,S023,2102,3675,0.01025118
1787949365,decomposed,kimi25,1,S026,2072,1847,0.0058882
1787949377,decomposed,kimi25,1,S022,2103,4997,0.01382112
1787949387,decomposed,kimi25,1,S028,2087,2271,0.00645228
1787949392,decomposed,kimi25,1,S029,2095,2390,0.0067779
1787949396,decomposed,kimi25,1,S027,2084,3027,0.0094354
1787949399,decomposed,kimi25,1,S030,2089,2154,0.0068194
1787949407,decomposed,kimi25,1,S025,2077,6938,0.01904778
1787949421,decomposed,kimi25,1,S035,2117,1868,0.0059782
1787949425,decomposed,kimi25,1,S034,2099,2703,0.0084724
1787949432,decomposed,kimi25,1,S037,2094,2383,0.00675846
1787949445,decomposed,kimi25,1,S021,2152,4027,0.01002915
1787949464,decomposed,kimi25,1,S038,2089,3763,0.01048176
1787949465,decomposed,kimi25,1,S046,2099,1747,0.00504396
1787949466,decomposed,kimi25,1,S041,2115,2149,0.005787
1787949472,decomposed,kimi25,1,S039,2187,4494,0.01250838
1787949478,decomposed,kimi25,1,S033,2185,3788,0.0115825
1787949498,decomposed,kimi25,1,S054,2102,1839,0.0058822
1787949501,decomposed,kimi25,1,S051,2097,2150,0.00502723
1787949503,decomposed,kimi25,1,S052,2087,3048,0.0095002
1787949515,decomposed,kimi25,1,S050,2092,3726,0.01038348
1787949523,decomposed,kimi25,1,S031,2092,2709,0.0093822
1787949526,decomposed,kimi25,1,S057,2094,2256,0.00641556
1787949529,decomposed,kimi25,1,S058,2093,2536,0.0079678
1787949538,decomposed,kimi25,1,S055,2165,3622,0.0101421
1787949549,decomposed,kimi25,1,S063,2153,1622,0.0052618
1787949571,decomposed,kimi25,1,S062,2097,4376,0.01214118
1787949573,decomposed,kimi25,1,S066,2118,2799,0.00751564
1787949577,decomposed,kimi25,1,S060,2132,4489,0.01105965
1787949582,decomposed,kimi25,1,S067,2141,3050,0.00858474
1787949598,decomposed,kimi25,1,S064,2109,4050,0.00930763
1787949605,decomposed,kimi25,1,S070,2136,2764,0.0086776
1787949609,decomposed,kimi25,1,S047,2120,8414,0.0198855
1787949611,decomposed,kimi25,1,S073,2153,2534,0.00719802
1787949618,decomposed,kimi25,1,S071,2151,3004,0.00772695
1787949632,decomposed,kimi25,1,S075,2145,1685,0.0047565
1787949636,decomposed,kimi25,1,S082,2146,1766,0.0056896
1787949651,decomposed,kimi25,1,S080,2179,2736,0.00638263
1787949659,decomposed,kimi25,1,S085,2166,2604,0.0082156
1787949660,decomposed,kimi25,1,S086,2161,2263,0.0071896
1787949663,decomposed,kimi25,1,S078,2136,3463,0.00799903
1787949683,decomposed,kimi25,1,S087,2188,2860,0.00809712
1787949688,decomposed,kimi25,1,S077,2216,4529,0.01043353
1787949697,decomposed,kimi25,1,S090,2127,3569,0.0110872
1787949699,decomposed,kimi25,1,S088,2197,2589,0.00605998
1787949711,decomposed,kimi25,1,S094,2167,2095,0.0066892
1787949712,decomposed,kimi25,1,S072,2141,3683,0.0112631
1787949730,decomposed,kimi25,1,S096,2164,2904,0.00820296
1787949731,decomposed,kimi25,1,S097,2138,1910,0.0061168
1787949735,decomposed,kimi25,1,S092,2289,3795,0.00881488
1787949737,decomposed,kimi25,1,S098,2228,1854,0.00540252
1787949754,decomposed,kimi25,1,S091,2172,2737,0.00713565
1787949763,decomposed,kimi25,1,S099,2187,3061,0.0095992
1787949764,decomposed,kimi25,1,S103,2194,2381,0.00680706
1787949786,decomposed,kimi25,1,S095,2157,2642,0.00691515
1787949787,decomposed,kimi25,1,S105,2182,2178,0.00625248
1787949787,decomposed,kimi25,1,S102,2150,4007,0.00922933
1787949797,decomposed,kimi25,1,S106,2171,2924,0.00826074
1787949800,decomposed,kimi25,1,S113,2206,161,0.0018066
1787949813,decomposed,kimi25,1,S108,2166,2359,0.00673254
1787949819,decomposed,kimi25,1,S107,2191,2428,0.00693234
1787949821,decomposed,kimi25,1,S110,2163,3085,0.0096568
1787949822,decomposed,kimi25,1,S104,2194,4487,0.01032913
1787949823,decomposed,kimi25,1,S114,2306,2297,0.0073786
1787949829,decomposed,kimi25,1,S101,2219,2949,0.0076338
1787949843,decomposed,kimi25,1,S119,2162,2090,0.00600408
1787949850,decomposed,kimi25,1,S121,2176,2493,0.0078886
1787949851,decomposed,kimi25,1,S122,2194,1900,0.00550836
1787949871,decomposed,kimi25,1,S115,2156,3671,0.00847603
1787949876,decomposed,kimi25,1,S118,2183,4065,0.00937468
1787949882,decomposed,kimi25,1,S124,2147,2833,0.00658648
1787949888,decomposed,kimi25,1,S126,2137,2450,0.00572023
1787949905,decomposed,kimi25,1,S128,2225,2705,0.008554
1787949905,decomposed,kimi25,1,S129,2168,2003,0.0064138
1787949921,decomposed,kimi25,1,S133,2171,1420,0.0046666
1787949943,decomposed,kimi25,1,S135,2212,2096,0.00604728
1787949947,decomposed,kimi25,1,S131,2223,4458,0.01027693
1787949959,decomposed,kimi25,1,S134,2195,3390,0.00786133
1787949965,decomposed,kimi25,1,S125,2170,3314,0.008433
1787949967,decomposed,kimi25,1,S127,2157,4020,0.01268649
1787949985,decomposed,kimi25,1,S138,2158,3648,0.0113428
1787949986,decomposed,kimi25,1,S139,2175,2513,0.007948
1787949991,decomposed,kimi25,1,S120,2198,3260,0.0099998
1787949996,decomposed,kimi25,1,S141,2218,2388,0.0075988
1787949996,decomposed,kimi25,1,S136,2206,3129,0.00803295
1787950011,decomposed,kimi25,1,S145,2203,1390,0.00336493
1787950015,decomposed,kimi25,1,S148,2228,1575,0.00464922
1787950018,decomposed,kimi25,1,S143,2180,3113,0.009751
1787950019,decomposed,kimi25,1,S142,2144,2459,0.00574363
1787950020,decomposed,haiku45,1,S005,2253,203,0.003268
1787950022,decomposed,haiku45,1,S006,2280,210,0.00333
1787950024,decomposed,haiku45,1,S007,2255,202,0.003265
1787950024,decomposed,haiku45,1,S008,2257,182,0.003167
1787950026,decomposed,haiku45,1,S009,2307,196,0.003287
1787950026,decomposed,haiku45,1,S010,2300,196,0.00328
1787950029,decomposed,haiku45,1,S011,2297,205,0.003322
1787950029,decomposed,haiku45,1,S013,2363,238,0.003553
1787950032,decomposed,haiku45,1,S014,2258,203,0.003273
1787950032,decomposed,haiku45,1,S015,2329,208,0.003369
1787950034,decomposed,haiku45,1,S016,2301,184,0.003221
1787950035,decomposed,haiku45,1,S018,2275,218,0.003365
1787950036,decomposed,kimi25,1,S150,2134,2076,0.00595116
1787950037,decomposed,haiku45,1,S021,2345,212,0.003405
1787950038,decomposed,haiku45,1,S020,2276,199,0.003271
1787950038,decomposed,kimi25,1,S149,2196,2183,0.00627354
1787950039,decomposed,haiku45,1,S022,2303,209,0.003348
1787950040,decomposed,haiku45,1,S023,2309,165,0.003134
1787950040,decomposed,haiku45,1,S026,2263,187,0.003198
1787950041,decomposed,haiku45,1,S025,2269,220,0.003369
1787950041,decomposed,haiku45,1,S027,2281,200,0.003281
1787950042,decomposed,haiku45,1,S028,2287,206,0.003317
1787950042,decomposed,haiku45,1,S029,2287,180,0.003187
1787950059,decomposed,kimi25,1,S140,2179,2877,0.0074538
1787950092,decomposed,haiku45,1,S031,,,
1787950092,decomposed,haiku45,1,S030,,,
1787950093,decomposed,haiku45,1,S033,,,
1787950093,decomposed,haiku45,1,S034,,,
1787950093,decomposed,haiku45,1,S035,2329,226,0.003459
1787950095,decomposed,haiku45,1,S038,2281,185,0.003206
1787950096,decomposed,haiku45,1,S039,2388,205,0.003413
1787950096,decomposed,haiku45,1,S046,2293,202,0.003303
1787950098,decomposed,haiku45,1,S047,2316,220,0.003416
1787950099,decomposed,haiku45,1,S050,2282,192,0.003242
1787950100,decomposed,haiku45,1,S037,2297,201,0.003302
1787950101,decomposed,haiku45,1,S041,2302,223,0.003417
1787950101,decomposed,haiku45,1,S054,2299,199,0.003294
1787950101,decomposed,haiku45,1,S052,2285,182,0.003195
1787950103,decomposed,haiku45,1,S055,2365,254,0.003635
1787950103,decomposed,haiku45,1,S057,2287,189,0.003232
1787950103,decomposed,haiku45,1,S051,2293,190,0.003243
1787950104,decomposed,haiku45,1,S060,2340,237,0.003525
1787950105,decomposed,haiku45,1,S062,2300,195,0.003275
1787950106,decomposed,haiku45,1,S064,2304,187,0.003239
1787950106,decomposed,haiku45,1,S063,2359,279,0.003754
1787950107,decomposed,haiku45,1,S066,2311,213,0.003376
1787950109,decomposed,haiku45,1,S070,2334,197,0.003319
1787950109,decomposed,haiku45,1,S067,2339,243,0.003554
1787950110,decomposed,kimi25,1,S146,2176,3241,0.00827145
1787950142,decomposed,haiku45,1,S073,2361,227,0.003496
1787950144,decomposed,haiku45,1,S077,2427,227,0.003562
1787950144,decomposed,haiku45,1,S075,2352,247,0.003587
1787950145,decomposed,haiku45,1,S078,2346,196,0.003326
1787950147,decomposed,haiku45,1,S082,2344,206,0.003374
1787950150,decomposed,haiku45,1,S086,2367,228,0.003507
1787950152,decomposed,haiku45,1,S080,2390,243,0.003605
1787950152,decomposed,haiku45,1,S058,,,
1787950153,decomposed,haiku45,1,S087,2399,230,0.003549
1787950154,decomposed,haiku45,1,S085,2385,221,0.00349
1787950154,decomposed,haiku45,1,S090,2320,190,0.00327
1787950155,decomposed,haiku45,1,S091,2373,166,0.003203
1787950156,decomposed,haiku45,1,S088,2419,298,0.003909
1787950157,decomposed,haiku45,1,S094,2367,213,0.003432
1787950157,decomposed,haiku45,1,S092,2512,273,0.003877
1787950157,decomposed,haiku45,1,S071,,,
1787950158,decomposed,haiku45,1,S072,,,
1787950159,decomposed,haiku45,1,S095,2375,213,0.00344
1787950159,decomposed,haiku45,1,S099,2409,214,0.003479
1787950160,decomposed,haiku45,1,S096,2382,253,0.003647
1787950160,decomposed,haiku45,1,S098,2469,221,0.003574
1787950160,decomposed,haiku45,1,S097,2350,223,0.003465
1787950162,decomposed,haiku45,1,S101,2425,254,0.003695
1787950211,decomposed,haiku45,1,S102,,,
1787950211,decomposed,haiku45,1,S103,,,
1787950211,decomposed,haiku45,1,S104,,,
1787950211,decomposed,haiku45,1,S105,,,
1787950211,decomposed,haiku45,1,S106,,,
1787950213,decomposed,haiku45,1,S108,2370,203,0.003385
1787950213,decomposed,haiku45,1,S110,2371,223,0.003486
1787950213,decomposed,haiku45,1,S107,,,
1787950214,decomposed,haiku45,1,S115,2366,238,0.003556
1787950214,decomposed,haiku45,1,S113,2423,221,0.003528
1787950215,decomposed,haiku45,1,S114,2551,277,0.003936
1787950216,decomposed,haiku45,1,S118,2398,162,0.003208
1787950216,decomposed,haiku45,1,S121,2410,161,0.003215
1787950216,decomposed,haiku45,1,S119,2378,199,0.003373
1787950218,decomposed,haiku45,1,S120,2411,222,0.003521
1787950218,decomposed,haiku45,1,S125,2387,206,0.003417
1787950218,decomposed,haiku45,1,S126,2342,198,0.003332
1787950220,decomposed,haiku45,1,S127,2359,244,0.003579
1787950221,decomposed,haiku45,1,S128,2446,229,0.003591
1787950221,decomposed,haiku45,1,S129,2380,225,0.003505
1787950222,decomposed,haiku45,1,S131,2461,214,0.003531
1787950222,decomposed,haiku45,1,S122,2408,238,0.003598
1787950223,decomposed,haiku45,1,S124,2352,215,0.003427
1787950223,decomposed,haiku45,1,S133,2384,225,0.003509
1787950224,decomposed,haiku45,1,S134,2399,222,0.003509
1787950225,decomposed,haiku45,1,S135,2426,219,0.003521
1787950273,decomposed,haiku45,1,S136,,,
1787950273,decomposed,haiku45,1,S138,,,
1787950273,decomposed,haiku45,1,S139,,,
1787950274,decomposed,haiku45,1,S140,,,
1787950275,decomposed,haiku45,1,S141,,,
1787950275,decomposed,haiku45,1,S145,2428,208,0.003468
1787950276,decomposed,haiku45,1,S146,2388,197,0.003373
1787950276,decomposed,haiku45,1,S142,,,
1787950276,decomposed,haiku45,1,S143,2382,224,0.003502
1787950277,decomposed,haiku45,1,S148,2441,182,0.003351
1787950278,decomposed,haiku45,1,S149,2403,226,0.003533
1787950279,decomposed,sonnet5,1,S005,3249,159,0.008088
1787950280,decomposed,sonnet5,1,S007,3250,202,0.00852
1787950282,decomposed,sonnet5,1,S009,3330,171,0.00837
1787950284,decomposed,haiku45,1,S150,2333,157,0.003118
1787950284,decomposed,sonnet5,1,S006,3302,450,0.011104
1787950285,decomposed,sonnet5,1,S011,3305,260,0.00921
1787950287,decomposed,sonnet5,1,S010,3319,347,0.010108
1787950288,decomposed,sonnet5,1,S014,3272,161,0.008154
1787950292,decomposed,sonnet5,1,S016,3321,416,0.010802
1787950295,decomposed,sonnet5,1,S015,3362,696,0.013684
1787950296,decomposed,sonnet5,1,S018,3294,473,0.011318
1787950296,decomposed,sonnet5,1,S021,3421,184,0.008682
1787950297,decomposed,sonnet5,1,S020,3279,639,0.012948
1787950299,decomposed,sonnet5,1,S013,3446,1293,0.019822
1787950303,decomposed,sonnet5,1,S026,3289,350,0.010078
1787950304,decomposed,sonnet5,1,S025,3285,540,0.01197
1787950307,decomposed,sonnet5,1,S022,3315,855,0.01518
